Postaja,Leto,Mesec,NOX
vnajnarje,2014,Jul,32.0
zavodnje,2014,Jul,51.0
skale,2014,Jul,49.0
kovk,2014,Jul,42.0
dobovec,2014,Jul,46.0
sv. mohor,2014,Jul,22.0
lj center,2014,Jul,90.0
amp gaji,2014,Jul,41.0
zelena trava,2014,Jul,90.0
ljubljana bezigrad,2014,Avg,63.0
maribor,2014,Avg,72.0
celje,2014,Avg,70.0
murska sobota-rakican,2014,Avg,34.0
nova gorica,2014,Avg,55.0
trbovlje,2014,Avg,45.0
zagorje,2014,Avg,45.0
koper,2014,Avg,48.0
mb vrbanski,2014,Avg,31.0
vnajnarje,2014,Avg,19.0
zavodnje,2014,Avg,48.0
skale,2014,Avg,52.0
kovk,2014,Avg,59.0
dobovec,2014,Avg,27.0
sv. mohor,2014,Avg,24.0
lj center,2014,Avg,91.0
amp gaji,2014,Avg,55.0
zelena trava,2014,Avg,58.0
ljubljana bezigrad,2014,Sep,65.0
maribor,2014,Sep,93.0
celje,2014,Sep,85.0
murska sobota-rakican,2014,Sep,42.0
nova gorica,2014,Sep,64.0
trbovlje,2014,Sep,48.0
zagorje,2014,Sep,49.0
koper,2014,Sep,48.0
mb vrbanski,2014,Sep,37.0
vnajnarje,2014,Sep,27.0
zavodnje,2014,Sep,78.0
skale,2014,Sep,54.0
kovk,2014,Sep,42.0
dobovec,2014,Sep,36.0
sv. mohor,2014,Sep,21.0
lj center,2014,Sep,101.0
amp gaji,2014,Sep,54.0
zelena trava,2014,Sep,47.0
ljubljana bezigrad,2014,Okt,82.0
maribor,2014,Okt,87.0
celje,2014,Okt,81.0
murska sobota-rakican,2014,Okt,70.0
nova gorica,2014,Okt,52.0
trbovlje,2014,Okt,65.0
zagorje,2014,Okt,54.0
koper,2014,Okt,58.0
mb vrbanski,2014,Okt,55.0
vnajnarje,2014,Okt,47.0
zavodnje,2014,Okt,59.0
skale,2014,Okt,45.0
kovk,2014,Okt,49.0
dobovec,2014,Okt,16.0
sv. mohor,2014,Okt,31.0
lj center,2014,Okt,105.0
amp gaji,2014,Okt,72.0
zelena trava,2014,Okt,53.0
ljubljana bezigrad,2014,Nov,68.0
maribor,2014,Nov,92.0
celje,2014,Nov,88.0
murska sobota-rakican,2014,Nov,53.0
nova gorica,2014,Nov,51.0
trbovlje,2014,Nov,66.0
zagorje,2014,Nov,76.0
koper,2014,Nov,69.0
mb vrbanski,2014,Nov,64.0
vnajnarje,2014,Nov,32.0
zavodnje,2014,Nov,31.0
skale,2014,Nov,28.0
kovk,2014,Nov,50.0
dobovec,2014,Nov,23.0
sv. mohor,2014,Nov,40.0
lj center,2014,Nov,109.0
amp gaji,2014,Nov,72.0
zelena trava,2014,Nov,41.0
ljubljana bezigrad,2014,Dec,105.0
maribor,2014,Dec,120.0
celje,2014,Dec,97.0
murska sobota-rakican,2014,Dec,54.0
nova gorica,2014,Dec,41.0
trbovlje,2014,Dec,66.0
zagorje,2014,Dec,65.0
koper,2014,Dec,82.0
mb vrbanski,2014,Dec,76.0
vnajnarje,2014,Dec,60.0
zavodnje,2014,Dec,60.0
skale,2014,Dec,38.0
kovk,2014,Dec,50.0
dobovec,2014,Dec,13.0
sv. mohor,2014,Dec,48.0
lj center,2014,Dec,130.0
amp gaji,2014,Dec,117.0
zelena trava,2014,Dec,56.0
lj bezigrad,2015,Jan,112.0
maribor,2015,Jan,106.0
celje,2015,Jan,147.0
ms rakican,2015,Jan,99.0
nova gorica,2015,Jan,110.0
trbovlje,2015,Jan,82.0
zagorje,2015,Jan,98.0
koper,2015,Jan,85.0
vnajnarje,2015,Jan,54.0
zavodnje,2015,Jan,50.0
skale,2015,Jan,57.0
kovk,2015,Jan,37.0
dobovec,2015,Jan,16.0
sv. mohor,2015,Jan,59.0
lj center,2015,Jan,121.0
amp gaji,2015,Jan,162.0
zelena trava,2015,Jan,29.0
lj bezigrad,2015,Feb,123.0
maribor,2015,Feb,116.0
celje,2015,Feb,98.0
ms rakican,2015,Feb,65.0
nova gorica,2015,Feb,60.0
trbovlje,2015,Feb,75.0
zagorje,2015,Feb,111.0
koper,2015,Feb,76.0
vnajnarje,2015,Feb,45.0
zavodnje,2015,Feb,59.0
skale,2015,Feb,40.0
kovk,2015,Feb,61.0
dobovec,2015,Feb,16.0
sv. mohor,2015,Feb,32.0
lj center,2015,Feb,119.0
amp gaji,2015,Feb,114.0
zelena trava,2015,Feb,67.0
lj bezigrad,2015,Mar,123.0
maribor,2015,Mar,134.0
celje,2015,Mar,108.0
ms rakican,2015,Mar,67.0
nova gorica,2015,Mar,95.0
trbovlje,2015,Mar,73.0
zagorje,2015,Mar,84.0
koper,2015,Mar,87.0
vnajnarje,2015,Mar,59.0
zavodnje,2015,Mar,64.0
skale,2015,Mar,36.0
kovk,2015,Mar,61.0
dobovec,2015,Mar,15.0
sv. mohor,2015,Mar,36.0
lj center,2015,Mar,114.0
amp gaji,2015,Mar,92.0
zelena trava,2015,Mar,61.0
lj bezigrad,2015,Apr,110.0
maribor,2015,Apr,118.0
celje,2015,Apr,89.0
ms rakican,2015,Apr,65.0
nova gorica,2015,Apr,89.0
trbovlje,2015,Apr,63.0
zagorje,2015,Apr,71.0
koper,2015,Apr,90.0
vnajnarje,2015,Apr,30.0
zavodnje,2015,Apr,55.0
skale,2015,Apr,37.0
kovk,2015,Apr,21.0
dobovec,2015,Apr,9.0
sv. mohor,2015,Apr,20.0
lj center,2015,Apr,97.0
amp gaji,2015,Apr,75.0
zelena trava,2015,Apr,47.0
lj bezigrad,2015,Maj,72.0
maribor,2015,Maj,93.0
celje,2015,Maj,94.0
ms rakican,2015,Maj,31.0
nova gorica,2015,Maj,75.0
trbovlje,2015,Maj,58.0
zagorje,2015,Maj,63.0
koper,2015,Maj,53.0
vnajnarje,2015,Maj,14.0
zavodnje,2015,Maj,50.0
skale,2015,Maj,49.0
kovk,2015,Maj,21.0
dobovec,2015,Maj,9.0
sv. mohor,2015,Maj,14.0
lj center,2015,Maj,94.0
amp gaji,2015,Maj,56.0
zelena trava,2015,Maj,82.0
lj bezigrad,2015,Jun,67.0
maribor,2015,Jun,101.0
celje,2015,Jun,55.0
ms rakican,2015,Jun,39.0
nova gorica,2015,Jun,65.0
trbovlje,2015,Jun,42.0
zagorje,2015,Jun,46.0
koper,2015,Jun,56.0
vnajnarje,2015,Jun,20.0
zavodnje,2015,Jun,23.0
skale,2015,Jun,23.0
kovk,2015,Jun,27.0
dobovec,2015,Jun,8.0
sv. mohor,2015,Jun,11.0
lj center,2015,Jun,80.0
amp gaji,2015,Jun,50.0
zelena trava,2015,Jun,35.0
lj bezigrad,2015,Jul,60.0
maribor,2015,Jul,72.0
celje,2015,Jul,37.0
ms rakican,2015,Jul,33.0
nova gorica,2015,Jul,78.0
trbovlje,2015,Jul,47.0
zagorje,2015,Jul,53.0
koper,2015,Jul,64.0
vnajnarje,2015,Jul,16.0
zavodnje,2015,Jul,47.0
skale,2015,Jul,55.0
kovk,2015,Jul,35.0
dobovec,2015,Jul,7.0
sv. mohor,2015,Jul,15.0
lj center,2015,Jul,83.0
amp gaji,2015,Jul,54.0
zelena trava,2015,Jul,62.0
lj bezigrad,2015,Avg,78.0
maribor,2015,Avg,74.0
celje,2015,Avg,68.0
ms rakican,2015,Avg,29.0
nova gorica,2015,Avg,86.0
trbovlje,2015,Avg,41.0
zagorje,2015,Avg,45.0
koper,2015,Avg,60.0
vnajnarje,2015,Avg,24.0
zavodnje,2015,Avg,44.0
skale,2015,Avg,48.0
kovk,2015,Avg,15.0
dobovec,2015,Avg,21.0
sv. mohor,2015,Avg,11.0
lj center,2015,Avg,96.0
amp gaji,2015,Avg,39.0
zelena trava,2015,Avg,36.0
lj bezigrad,2015,Sep,90.0
maribor,2015,Sep,98.0
celje,2015,Sep,75.0
ms rakican,2015,Sep,44.0
nova gorica,2015,Sep,64.0
trbovlje,2015,Sep,61.0
zagorje,2015,Sep,54.0
koper,2015,Sep,58.0
vnajnarje,2015,Sep,35.0
zavodnje,2015,Sep,48.0
skale,2015,Sep,28.0
kovk,2015,Sep,14.0
dobovec,2015,Sep,6.0
sv. mohor,2015,Sep,17.0
lj center,2015,Sep,76.0
amp gaji,2015,Sep,59.0
zelena trava,2015,Sep,29.0
lj bezigrad,2015,Okt,75.0
maribor,2015,Okt,65.0
celje,2015,Okt,65.0
ms rakican,2015,Okt,48.0
nova gorica,2015,Okt,80.0
trbovlje,2015,Okt,49.0
zagorje,2015,Okt,57.0
koper,2015,Okt,65.0
vnajnarje,2015,Okt,34.0
zavodnje,2015,Okt,47.0
skale,2015,Okt,26.0
kovk,2015,Okt,21.0
dobovec,2015,Okt,12.0
sv. mohor,2015,Okt,21.0
lj center,2015,Okt,75.0
amp gaji,2015,Okt,50.0
zelena trava,2015,Okt,35.0
lj bezigrad,2015,Nov,153.0
maribor,2015,Nov,86.0
celje,2015,Nov,96.0
ms rakican,2015,Nov,72.0
nova gorica,2015,Nov,109.0
trbovlje,2015,Nov,72.0
zagorje,2015,Nov,80.0
koper,2015,Nov,69.0
vnajnarje,2015,Nov,62.0
zavodnje,2015,Nov,51.0
skale,2015,Nov,31.0
kovk,2015,Nov,59.0
dobovec,2015,Nov,11.0
sv. mohor,2015,Nov,36.0
lj center,2015,Nov,108.0
amp gaji,2015,Nov,81.0
zelena trava,2015,Nov,50.0
lj bezigrad,2015,Dec,155.0
maribor,2015,Dec,68.0
celje,2015,Dec,101.0
ms rakican,2015,Dec,61.0
nova gorica,2015,Dec,92.0
trbovlje,2015,Dec,63.0
zagorje,2015,Dec,75.0
koper,2015,Dec,71.0
vnajnarje,2015,Dec,49.0
zavodnje,2015,Dec,53.0
skale,2015,Dec,55.0
kovk,2015,Dec,42.0
dobovec,2015,Dec,14.0
sv. mohor,2015,Dec,54.0
lj center,2015,Dec,101.0
amp gaji,2015,Dec,77.0
zelena trava,2015,Dec,50.0
lj bezigrad,2016,Jan,132.0
maribor,2016,Jan,96.0
celje,2016,Jan,132.0
ms rakican,2016,Jan,35.0
nova gorica,2016,Jan,76.0
trbovlje,2016,Jan,66.0
zagorje,2016,Jan,95.0
koper,2016,Jan,45.0
lj center,2016,Jan,111.0
vnajnarje,2016,Jan,13.0
zavodnje,2016,Jan,9.0
skale,2016,Jan,24.0
kovk,2016,Jan,15.0
dobovec,2016,Jan,4.0
sv. mohor,2016,Jan,16.0
amp gaji,2016,Jan,85.0
zelena trava,2016,Jan,37.0
lj bezigrad,2016,Feb,57.0
maribor,2016,Feb,79.0
celje,2016,Feb,60.0
ms rakican,2016,Feb,20.0
nova gorica,2016,Feb,43.0
trbovlje,2016,Feb,37.0
zagorje,2016,Feb,60.0
koper,2016,Feb,30.0
lj center,2016,Feb,73.0
vnajnarje,2016,Feb,5.0
zavodnje,2016,Feb,6.0
skale,2016,Feb,14.0
kovk,2016,Feb,10.0
dobovec,2016,Feb,2.0
sv. mohor,2016,Feb,6.0
amp gaji,2016,Feb,33.0
zelena trava,2016,Feb,15.0
lj bezigrad,2016,Mar,41.0
maribor,2016,Mar,58.0
celje,2016,Mar,46.0
ms rakican,2016,Mar,10.0
nova gorica,2016,Mar,32.0
trbovlje,2016,Mar,31.0
zagorje,2016,Mar,52.0
koper,2016,Mar,20.0
lj center,2016,Mar,64.0
vnajnarje,2016,Mar,9.0
zavodnje,2016,Mar,5.0
skale,2016,Mar,12.0
kovk,2016,Mar,10.0
dobovec,2016,Mar,2.0
sv. mohor,2016,Mar,5.0
amp gaji,2016,Mar,25.0
zelena trava,2016,Mar,15.0
lj bezigrad,2016,Apr,29.0
maribor,2016,Apr,43.0
celje,2016,Apr,33.0
ms rakican,2016,Apr,24.0
nova gorica,2016,Apr,25.0
trbovlje,2016,Apr,26.0
zagorje,2016,Apr,42.0
koper,2016,Apr,16.0
lj center,2016,Apr,48.0
vnajnarje,2016,Apr,8.0
zavodnje,2016,Apr,5.0
skale,2016,Apr,10.0
kovk,2016,Apr,7.0
dobovec,2016,Apr,2.0
sv. mohor,2016,Apr,3.0
amp gaji,2016,Apr,20.0
zelena trava,2016,Apr,10.0
lj bezigrad,2016,Maj,28.0
maribor,2016,Maj,42.0
celje,2016,Maj,26.0
ms rakican,2016,Maj,11.0
nova gorica,2016,Maj,19.0
trbovlje,2016,Maj,24.0
zagorje,2016,Maj,37.0
koper,2016,Maj,11.0
lj center,2016,Maj,55.0
vnajnarje,2016,Maj,7.0
zavodnje,2016,Maj,4.0
skale,2016,Maj,6.0
kovk,2016,Maj,7.0
dobovec,2016,Maj,1.0
sv. mohor,2016,Maj,2.0
amp gaji,2016,Maj,15.0
zelena trava,2016,Maj,10.0
lj bezigrad,2016,Jun,24.0
maribor,2016,Jun,42.0
celje,2016,Jun,18.0
ms rakican,2016,Jun,9.0
nova gorica,2016,Jun,20.0
trbovlje,2016,Jun,21.0
zagorje,2016,Jun,32.0
koper,2016,Jun,13.0
lj center,2016,Jun,36.0
vnajnarje,2016,Jun,6.0
zavodnje,2016,Jun,3.0
skale,2016,Jun,5.0
kovk,2016,Jun,5.0
dobovec,2016,Jun,1.0
sv. mohor,2016,Jun,2.0
amp gaji,2016,Jun,12.0
zelena trava,2016,Jun,
lj bezigrad,2016,Jul,28.0
maribor,2016,Jul,32.0
celje,2016,Jul,14.0
ms rakican,2016,Jul,18.0
nova gorica,2016,Jul,25.0
trbovlje,2016,Jul,19.0
zagorje,2016,Jul,27.0
koper,2016,Jul,11.0
lj center,2016,Jul,36.0
vnajnarje,2016,Jul,5.0
zavodnje,2016,Jul,4.0
skale,2016,Jul,6.0
kovk,2016,Jul,4.0
dobovec,2016,Jul,1.0
sv. mohor,2016,Jul,3.0
amp gaji,2016,Jul,14.0
zelena trava,2016,Jul,
lj bezigrad,2016,Avg,26.0
maribor,2016,Avg,35.0
celje,2016,Avg,15.0
ms rakican,2016,Avg,13.0
nova gorica,2016,Avg,24.0
trbovlje,2016,Avg,21.0
zagorje,2016,Avg,27.0
koper,2016,Avg,23.0
lj center,2016,Avg,38.0
vnajnarje,2016,Avg,8.0
zavodnje,2016,Avg,4.0
skale,2016,Avg,4.0
kovk,2016,Avg,3.0
dobovec,2016,Avg,0.0
sv. mohor,2016,Avg,2.0
amp gaji,2016,Avg,18.0
zelena trava,2016,Avg,
lj bezigrad,2016,Sep,39.0
maribor,2016,Sep,33.0
celje,2016,Sep,20.0
ms rakican,2016,Sep,19.0
nova gorica,2016,Sep,36.0
trbovlje,2016,Sep,28.0
zagorje,2016,Sep,34.0
koper,2016,Sep,20.0
lj center,2016,Sep,58.0
vnajnarje,2016,Sep,11.0
zavodnje,2016,Sep,6.0
skale,2016,Sep,8.0
kovk,2016,Sep,5.0
dobovec,2016,Sep,1.0
sv. mohor,2016,Sep,5.0
amp gaji,2016,Sep,25.0
zelena trava,2016,Sep,
lj bezigrad,2016,Okt,53.0
maribor,2016,Okt,42.0
celje,2016,Okt,23.0
ms rakican,2016,Okt,23.0
nova gorica,2016,Okt,57.0
trbovlje,2016,Okt,39.0
zagorje,2016,Okt,45.0
koper,2016,Okt,20.0
lj center,2016,Okt,68.0
vnajnarje,2016,Okt,13.0
zavodnje,2016,Okt,7.0
skale,2016,Okt,7.0
kovk,2016,Okt,8.0
dobovec,2016,Okt,1.0
sv. mohor,2016,Okt,8.0
amp gaji,2016,Okt,34.0
zelena trava,2016,Okt,
lj bezigrad,2016,Nov,72.0
maribor,2016,Nov,74.0
celje,2016,Nov,42.0
ms rakican,2016,Nov,19.0
nova gorica,2016,Nov,68.0
trbovlje,2016,Nov,48.0
zagorje,2016,Nov,57.0
koper,2016,Nov,19.0
lj center,2016,Nov,85.0
vnajnarje,2016,Nov,12.0
zavodnje,2016,Nov,7.0
skale,2016,Nov,11.0
kovk,2016,Nov,10.0
dobovec,2016,Nov,2.0
sv. mohor,2016,Nov,11.0
amp gaji,2016,Nov,56.0
zelena trava,2016,Nov,
lj bezigrad,2016,Dec,165.0
maribor,2016,Dec,133.0
celje,2016,Dec,97.0
ms rakican,2016,Dec,35.0
nova gorica,2016,Dec,117.0
trbovlje,2016,Dec,83.0
zagorje,2016,Dec,87.0
koper,2016,Dec,28.0
lj center,2016,Dec,225.0
vnajnarje,2016,Dec,22.0
zavodnje,2016,Dec,17.0
skale,2016,Dec,25.0
kovk,2016,Dec,5.0
dobovec,2016,Dec,0.0
sv. mohor,2016,Dec,21.0
amp gaji,2016,Dec,106.0
zelena trava,2016,Dec,
lj bezigrad,2017,Jan,83.0
maribor,2017,Jan,97.0
celje,2017,Jan,86.0
ms rakican,2017,Jan,29.0
nova gorica,2017,Jan,76.0
trbovlje,2017,Jan,46.0
zagorje,2017,Jan,60.0
koper,2017,Jan,17.0
vnajnarje,2017,Jan,16.0
sostanj,2017,Jan,22.0
zavodnje,2017,Jan,18.0
skale,2017,Jan,21.0
kovk,2017,Jan,
dobovec,2017,Jan,
sv. mohor,2017,Jan,15.0
lj center,2017,Jan,163.0
ce gaji,2017,Jan,83.0
mb vrbanski,2017,Jan,34.0
lj bezigrad,2017,Feb,90.0
maribor,2017,Feb,80.0
celje,2017,Feb,65.0
ms rakican,2017,Feb,21.0
nova gorica,2017,Feb,68.0
trbovlje,2017,Feb,43.0
zagorje,2017,Feb,57.0
koper,2017,Feb,30.0
vnajnarje,2017,Feb,16.0
sostanj,2017,Feb,18.0
zavodnje,2017,Feb,17.0
skale,2017,Feb,19.0
kovk,2017,Feb,4.0
dobovec,2017,Feb,
sv. mohor,2017,Feb,10.0
lj center,2017,Feb,170.0
ce gaji,2017,Feb,57.0
mb vrbanski,2017,Feb,30.0
lj bezigrad,2017,Mar,54.0
maribor,2017,Mar,56.0
celje,2017,Mar,58.0
ms rakican,2017,Mar,
nova gorica,2017,Mar,51.0
trbovlje,2017,Mar,45.0
zagorje,2017,Mar,48.0
koper,2017,Mar,28.0
vnajnarje,2017,Mar,23.0
sostanj,2017,Mar,53.0
zavodnje,2017,Mar,9.0
skale,2017,Mar,16.0
kovk,2017,Mar,5.0
dobovec,2017,Mar,2.0
sv. mohor,2017,Mar,6.0
lj center,2017,Mar,122.0
ce gaji,2017,Mar,52.0
mb vrbanski,2017,Mar,16.0
lj bezigrad,2017,Apr,29.0
maribor,2017,Apr,42.0
celje,2017,Apr,34.0
ms rakican,2017,Apr,21.0
nova gorica,2017,Apr,35.0
trbovlje,2017,Apr,27.0
zagorje,2017,Apr,36.0
koper,2017,Apr,18.0
vnajnarje,2017,Apr,17.0
sostanj,2017,Apr,48.0
zavodnje,2017,Apr,5.0
skale,2017,Apr,13.0
kovk,2017,Apr,8.0
dobovec,2017,Apr,
sv. mohor,2017,Apr,3.0
lj center,2017,Apr,73.0
ce gaji,2017,Apr,38.0
mb vrbanski,2017,Apr,10.0
lj bezigrad,2017,Maj,25.0
maribor,2017,Maj,38.0
celje,2017,Maj,26.0
ms rakican,2017,Maj,29.0
nova gorica,2017,Maj,26.0
trbovlje,2017,Maj,23.0
zagorje,2017,Maj,31.0
koper,2017,Maj,18.0
vnajnarje,2017,Maj,19.0
sostanj,2017,Maj,79.0
zavodnje,2017,Maj,4.0
skale,2017,Maj,5.0
kovk,2017,Maj,4.0
dobovec,2017,Maj,
sv. mohor,2017,Maj,2.0
lj center,2017,Maj,70.0
ce gaji,2017,Maj,36.0
mb vrbanski,2017,Maj,8.0
lj bezigrad,2017,Jun,22.0
maribor,2017,Jun,40.0
celje,2017,Jun,22.0
ms rakican,2017,Jun,31.0
nova gorica,2017,Jun,25.0
trbovlje,2017,Jun,21.0
zagorje,2017,Jun,29.0
koper,2017,Jun,19.0
vnajnarje,2017,Jun,25.0
sostanj,2017,Jun,34.0
zavodnje,2017,Jun,5.0
skale,2017,Jun,5.0
kovk,2017,Jun,
dobovec,2017,Jun,
sv. mohor,2017,Jun,4.0
lj center,2017,Jun,64.0
ce gaji,2017,Jun,22.0
mb vrbanski,2017,Jun,8.0
lj bezigrad,2017,Jul,20.0
maribor,2017,Jul,31.0
celje,2017,Jul,22.0
ms rakican,2017,Jul,25.0
nova gorica,2017,Jul,23.0
trbovlje,2017,Jul,20.0
zagorje,2017,Jul,26.0
koper,2017,Jul,19.0
vnajnarje,2017,Jul,19.0
sostanj,2017,Jul,58.0
zavodnje,2017,Jul,3.0
skale,2017,Jul,6.0
kovk,2017,Jul,
dobovec,2017,Jul,
sv. mohor,2017,Jul,5.0
lj center,2017,Jul,59.0
ce gaji,2017,Jul,29.0
mb vrbanski,2017,Jul,7.0
lj bezigrad,2017,Avg,23.0
maribor,2017,Avg,34.0
celje,2017,Avg,28.0
ms rakican,2017,Avg,22.0
nova gorica,2017,Avg,28.0
trbovlje,2017,Avg,23.0
zagorje,2017,Avg,27.0
koper,2017,Avg,17.0
vnajnarje,2017,Avg,15.0
sostanj,2017,Avg,52.0
zavodnje,2017,Avg,5.0
skale,2017,Avg,10.0
kovk,2017,Avg,
dobovec,2017,Avg,
sv. mohor,2017,Avg,4.0
lj center,2017,Avg,70.0
ce gaji,2017,Avg,27.0
mb vrbanski,2017,Avg,7.0
lj bezigrad,2017,Sep,35.0
maribor,2017,Sep,47.0
celje,2017,Sep,33.0
ms rakican,2017,Sep,26.0
nova gorica,2017,Sep,44.0
trbovlje,2017,Sep,39.0
zagorje,2017,Sep,33.0
koper,2017,Sep,13.0
vnajnarje,2017,Sep,18.0
sostanj,2017,Sep,37.0
zavodnje,2017,Sep,2.0
skale,2017,Sep,10.0
kovk,2017,Sep,
dobovec,2017,Sep,
sv. mohor,2017,Sep,4.0
lj center,2017,Sep,87.0
ce gaji,2017,Sep,30.0
mb vrbanski,2017,Sep,10.0
lj bezigrad,2017,Okt,76.0
maribor,2017,Okt,74.0
celje,2017,Okt,70.0
ms rakican,2017,Okt,28.0
nova gorica,2017,Okt,67.0
trbovlje,2017,Okt,70.0
zagorje,2017,Okt,48.0
koper,2017,Okt,20.0
vnajnarje,2017,Okt,22.0
sostanj,2017,Okt,41.0
zavodnje,2017,Okt,6.0
skale,2017,Okt,3.0
kovk,2017,Okt,
dobovec,2017,Okt,
sv. mohor,2017,Okt,7.0
lj center,2017,Okt,140.0
ce gaji,2017,Okt,53.0
mb vrbanski,2017,Okt,17.0
lj bezigrad,2017,Nov,77.0
maribor,2017,Nov,76.0
celje,2017,Nov,71.0
ms rakican,2017,Nov,34.0
nova gorica,2017,Nov,90.0
trbovlje,2017,Nov,79.0
zagorje,2017,Nov,51.0
koper,2017,Nov,23.0
vnajnarje,2017,Nov,25.0
sostanj,2017,Nov,39.0
zavodnje,2017,Nov,7.0
skale,2017,Nov,11.0
kovk,2017,Nov,
dobovec,2017,Nov,
sv. mohor,2017,Nov,10.0
lj center,2017,Nov,136.0
ce gaji,2017,Nov,60.0
mb vrbanski,2017,Nov,23.0
lj bezigrad,2017,Dec,101.0
maribor,2017,Dec,78.0
celje,2017,Dec,93.0
ms rakican,2017,Dec,41.0
nova gorica,2017,Dec,126.0
trbovlje,2017,Dec,88.0
zagorje,2017,Dec,53.0
koper,2017,Dec,34.0
vnajnarje,2017,Dec,34.0
sostanj,2017,Dec,36.0
zavodnje,2017,Dec,10.0
skale,2017,Dec,13.0
kovk,2017,Dec,
dobovec,2017,Dec,
sv. mohor,2017,Dec,14.0
lj center,2017,Dec,189.0
ce gaji,2017,Dec,82.0
mb vrbanski,2017,Dec,22.0
lj bezigrad,2018,Jan,77.0
maribor,2018,Jan,87.0
celje,2018,Jan,73.0
ms rakican,2018,Jan,28.0
nova gorica,2018,Jan,102.0
trbovlje,2018,Jan,42.0
zagorje,2018,Jan,43.0
koper,2018,Jan,30.0
sostanj,2018,Jan,35.0
zavodnje,2018,Jan,9.0
skale,2018,Jan,14.0
sv. mohor,2018,Jan,10.0
lj center,2018,Jan,153.0
ce gaji,2018,Jan,65.0
mb vrbanski,2018,Jan,31.0
lj bezigrad,2018,Feb,58.0
maribor,2018,Feb,61.0
celje,2018,Feb,62.0
ms rakican,2018,Feb,21.0
nova gorica,2018,Feb,48.0
trbovlje,2018,Feb,35.0
zagorje,2018,Feb,49.0
koper,2018,Feb,19.0
sostanj,2018,Feb,26.0
zavodnje,2018,Feb,8.0
skale,2018,Feb,14.0
sv. mohor,2018,Feb,11.0
lj center,2018,Feb,150.0
ce gaji,2018,Feb,56.0
mb vrbanski,2018,Feb,22.0
lj bezigrad,2018,Mar,44.0
maribor,2018,Mar,62.0
celje,2018,Mar,51.0
ms rakican,2018,Mar,18.0
nova gorica,2018,Mar,30.0
trbovlje,2018,Mar,30.0
zagorje,2018,Mar,38.0
koper,2018,Mar,27.0
sostanj,2018,Mar,16.0
zavodnje,2018,Mar,9.0
skale,2018,Mar,14.0
sv. mohor,2018,Mar,10.0
lj center,2018,Mar,125.0
ce gaji,2018,Mar,54.0
mb vrbanski,2018,Mar,28.0
lj bezigrad,2018,Apr,30.0
maribor,2018,Apr,38.0
celje,2018,Apr,33.0
ms rakican,2018,Apr,12.0
nova gorica,2018,Apr,31.0
trbovlje,2018,Apr,25.0
zagorje,2018,Apr,26.0
koper,2018,Apr,24.0
sostanj,2018,Apr,14.0
zavodnje,2018,Apr,3.0
skale,2018,Apr,6.0
sv. mohor,2018,Apr,4.0
lj center,2018,Apr,100.0
ce gaji,2018,Apr,43.0
mb vrbanski,2018,Apr,
lj bezigrad,2018,Maj,26.0
maribor,2018,Maj,40.0
celje,2018,Maj,24.0
ms rakican,2018,Maj,14.0
nova gorica,2018,Maj,30.0
trbovlje,2018,Maj,21.0
zagorje,2018,Maj,23.0
koper,2018,Maj,17.0
sostanj,2018,Maj,15.0
zavodnje,2018,Maj,5.0
skale,2018,Maj,5.0
sv. mohor,2018,Maj,5.0
lj center,2018,Maj,84.0
ce gaji,2018,Maj,35.0
mb vrbanski,2018,Maj,11.0
lj bezigrad,2018,Jun,22.0
maribor,2018,Jun,36.0
celje,2018,Jun,22.0
ms rakican,2018,Jun,11.0
nova gorica,2018,Jun,27.0
trbovlje,2018,Jun,15.0
zagorje,2018,Jun,22.0
koper,2018,Jun,15.0
sostanj,2018,Jun,22.0
zavodnje,2018,Jun,3.0
skale,2018,Jun,3.0
sv. mohor,2018,Jun,4.0
lj center,2018,Jun,71.0
ce gaji,2018,Jun,18.0
mb vrbanski,2018,Jun,10.0
lj bezigrad,2018,Jul,21.0
maribor,2018,Jul,30.0
celje,2018,Jul,20.0
ms rakican,2018,Jul,11.0
nova gorica,2018,Jul,28.0
trbovlje,2018,Jul,12.0
zagorje,2018,Jul,19.0
koper,2018,Jul,14.0
sostanj,2018,Jul,21.0
zavodnje,2018,Jul,4.0
skale,2018,Jul,2.0
sv. mohor,2018,Jul,4.0
lj center,2018,Jul,
ce gaji,2018,Jul,24.0
mb vrbanski,2018,Jul,9.0
lj bezigrad,2018,Avg,25.0
maribor,2018,Avg,33.0
celje,2018,Avg,23.0
ms rakican,2018,Avg,12.0
nova gorica,2018,Avg,33.0
trbovlje,2018,Avg,13.0
zagorje,2018,Avg,19.0
koper,2018,Avg,16.0
sostanj,2018,Avg,26.0
zavodnje,2018,Avg,5.0
skale,2018,Avg,3.0
sv. mohor,2018,Avg,4.0
lj center,2018,Avg,
ce gaji,2018,Avg,37.0
mb vrbanski,2018,Avg,8.0
lj bezigrad,2018,Sep,35.0
maribor,2018,Sep,35.0
celje,2018,Sep,35.0
ms rakican,2018,Sep,14.0
nova gorica,2018,Sep,34.0
trbovlje,2018,Sep,16.0
zagorje,2018,Sep,28.0
koper,2018,Sep,18.0
sostanj,2018,Sep,18.0
zavodnje,2018,Sep,5.0
skale,2018,Sep,3.0
sv. mohor,2018,Sep,6.0
lj center,2018,Sep,
ce gaji,2018,Sep,37.0
mb vrbanski,2018,Sep,7.0
lj bezigrad,2018,Okt,54.0
maribor,2018,Okt,36.0
celje,2018,Okt,57.0
