Postaja,Regija,Leto,Mesec,Snov,Vrednost
ljubljana f.,Osrednjeslovenska,1998,Jan,NOX,90.0
maribor,Podravska,1998,Jan,NOX,84.0
celje,Savinjska,1998,Jan,NOX,
trbovlje,Zasavska,1998,Jan,NOX,70.0
zavodnje,Savinjska,1998,Jan,NOX,11.0
skale,Savinjska,1998,Jan,NOX,11.0
kovk,Zasavska,1998,Jan,NOX,10.0
vnajnarje,Osrednjeslovenska,1998,Jan,NOX,1.0
skale,Savinjska,1998,Jan,NOX,130.0
ljubljana f.,Osrednjeslovenska,1998,Feb,SO2,57.0
ljubljana b.,Osrednjeslovenska,1998,Feb,SO2,72.0
maribor,Podravska,1998,Feb,SO2,27.0
celje,Savinjska,1998,Feb,SO2,53.0
trbovlje,Zasavska,1998,Feb,SO2,72.0
hrastnik,Zasavska,1998,Feb,SO2,36.0
zagorje,Zasavska,1998,Feb,SO2,44.0
sostanj,Savinjska,1998,Feb,SO2,42.0
topolsica,Savinjska,1998,Feb,SO2,35.0
veliki vrh,Savinjska,1998,Feb,SO2,101.0
zavodnje,Savinjska,1998,Feb,SO2,66.0
velenje,Savinjska,1998,Feb,SO2,19.0
graska gora,Koroška,1998,Feb,SO2,42.0
skale,Savinjska,1998,Feb,SO2,31.0
kovk,Zasavska,1998,Feb,SO2,86.0
dobovec,Zasavska,1998,Feb,SO2,61.0
kum,Zasavska,1998,Feb,SO2,22.0
ravenska vas,Zasavska,1998,Feb,SO2,87.0
vnajnarje,Osrednjeslovenska,1998,Feb,SO2,36.0
eis celje,Savinjska,1998,Feb,SO2,68.0
eis krsko,Posavska,1998,Feb,SO2,148.0
skale,Savinjska,1998,Feb,SO2,53.0
ljubljana f.,Osrednjeslovenska,1998,Feb,NO2,62.0
maribor,Podravska,1998,Feb,NO2,49.0
celje,Savinjska,1998,Feb,NO2,
trbovlje,Zasavska,1998,Feb,NO2,41.0
zavodnje,Savinjska,1998,Feb,NO2,8.0
skale,Savinjska,1998,Feb,NO2,10.0
kovk,Zasavska,1998,Feb,NO2,9.0
vnajnarje,Osrednjeslovenska,1998,Feb,NO2,1.0
eis celje,Savinjska,1998,Feb,NO2,65.0
skale,Savinjska,1998,Feb,NO2,77.0
ljubljana f.,Osrednjeslovenska,1998,Feb,NOX,136.0
maribor,Podravska,1998,Feb,NOX,82.0
celje,Savinjska,1998,Feb,NOX,
trbovlje,Zasavska,1998,Feb,NOX,87.0
zavodnje,Savinjska,1998,Feb,NOX,10.0
skale,Savinjska,1998,Feb,NOX,11.0
kovk,Zasavska,1998,Feb,NOX,9.0
vnajnarje,Osrednjeslovenska,1998,Feb,NOX,1.0
skale,Savinjska,1998,Feb,NOX,199.0
ljubljana f.,Osrednjeslovenska,1998,Mar,SO2,42.0
ljubljana b.,Osrednjeslovenska,1998,Mar,SO2,49.0
maribor,Podravska,1998,Mar,SO2,21.0
celje,Savinjska,1998,Mar,SO2,25.0
trbovlje,Zasavska,1998,Mar,SO2,39.0
hrastnik,Zasavska,1998,Mar,SO2,24.0
zagorje,Zasavska,1998,Mar,SO2,32.0
sostanj,Savinjska,1998,Mar,SO2,25.0
topolsica,Savinjska,1998,Mar,SO2,28.0
veliki vrh,Savinjska,1998,Mar,SO2,62.0
zavodnje,Savinjska,1998,Mar,SO2,46.0
velenje,Savinjska,1998,Mar,SO2,15.0
graska gora,Koroška,1998,Mar,SO2,46.0
skale,Savinjska,1998,Mar,SO2,40.0
kovk,Zasavska,1998,Mar,SO2,63.0
dobovec,Zasavska,1998,Mar,SO2,43.0
kum,Zasavska,1998,Mar,SO2,22.0
ravenska vas,Zasavska,1998,Mar,SO2,78.0
vnajnarje,Osrednjeslovenska,1998,Mar,SO2,24.0
eis celje,Savinjska,1998,Mar,SO2,32.0
eis krsko,Posavska,1998,Mar,SO2,30.0
skale,Savinjska,1998,Mar,SO2,34.0
ljubljana f.,Osrednjeslovenska,1998,Mar,NO2,61.0
maribor,Podravska,1998,Mar,NO2,45.0
celje,Savinjska,1998,Mar,NO2,37.0
trbovlje,Zasavska,1998,Mar,NO2,33.0
zavodnje,Savinjska,1998,Mar,NO2,6.0
skale,Savinjska,1998,Mar,NO2,10.0
kovk,Zasavska,1998,Mar,NO2,8.0
vnajnarje,Osrednjeslovenska,1998,Mar,NO2,1.0
eis celje,Savinjska,1998,Mar,NO2,55.0
skale,Savinjska,1998,Mar,NO2,48.0
ljubljana f.,Osrednjeslovenska,1998,Mar,NOX,86.0
maribor,Podravska,1998,Mar,NOX,68.0
celje,Savinjska,1998,Mar,NOX,51.0
trbovlje,Zasavska,1998,Mar,NOX,54.0
zavodnje,Savinjska,1998,Mar,NOX,7.0
skale,Savinjska,1998,Mar,NOX,11.0
kovk,Zasavska,1998,Mar,NOX,9.0
vnajnarje,Osrednjeslovenska,1998,Mar,NOX,1.0
skale,Savinjska,1998,Mar,NOX,88.0
ljubljana f.,Osrednjeslovenska,1998,Apr,SO2,21.0
ljubljana b.,Osrednjeslovenska,1998,Apr,SO2,16.0
maribor,Podravska,1998,Apr,SO2,17.0
celje,Savinjska,1998,Apr,SO2,17.0
trbovlje,Zasavska,1998,Apr,SO2,21.0
hrastnik,Zasavska,1998,Apr,SO2,33.0
zagorje,Zasavska,1998,Apr,SO2,14.0
sostanj,Savinjska,1998,Apr,SO2,119.0
topolsica,Savinjska,1998,Apr,SO2,12.0
veliki vrh,Savinjska,1998,Apr,SO2,30.0
zavodnje,Savinjska,1998,Apr,SO2,28.0
velenje,Savinjska,1998,Apr,SO2,7.0
graska gora,Koroška,1998,Apr,SO2,52.0
skale,Savinjska,1998,Apr,SO2,28.0
kovk,Zasavska,1998,Apr,SO2,106.0
dobovec,Zasavska,1998,Apr,SO2,27.0
kum,Zasavska,1998,Apr,SO2,16.0
ravenska vas,Zasavska,1998,Apr,SO2,52.0
vnajnarje,Osrednjeslovenska,1998,Apr,SO2,17.0
eis celje,Savinjska,1998,Apr,SO2,24.0
eis krsko,Posavska,1998,Apr,SO2,31.0
skale,Savinjska,1998,Apr,SO2,18.0
ljubljana f.,Osrednjeslovenska,1998,Apr,NO2,31.0
maribor,Podravska,1998,Apr,NO2,50.0
celje,Savinjska,1998,Apr,NO2,26.0
trbovlje,Zasavska,1998,Apr,NO2,29.0
zavodnje,Savinjska,1998,Apr,NO2,5.0
skale,Savinjska,1998,Apr,NO2,9.0
kovk,Zasavska,1998,Apr,NO2,7.0
vnajnarje,Osrednjeslovenska,1998,Apr,NO2,0.0
eis celje,Savinjska,1998,Apr,NO2,45.0
skale,Savinjska,1998,Apr,NO2,47.0
ljubljana f.,Osrednjeslovenska,1998,Apr,NOX,41.0
maribor,Podravska,1998,Apr,NOX,79.0
celje,Savinjska,1998,Apr,NOX,33.0
trbovlje,Zasavska,1998,Apr,NOX,44.0
zavodnje,Savinjska,1998,Apr,NOX,5.0
skale,Savinjska,1998,Apr,NOX,9.0
kovk,Zasavska,1998,Apr,NOX,8.0
vnajnarje,Osrednjeslovenska,1998,Apr,NOX,0.0
skale,Savinjska,1998,Apr,NOX,81.0
ljubljana f.,Osrednjeslovenska,1998,Maj,SO2,12.0
ljubljana b.,Osrednjeslovenska,1998,Maj,SO2,10.0
maribor,Podravska,1998,Maj,SO2,12.0
celje,Savinjska,1998,Maj,SO2,9.0
trbovlje,Zasavska,1998,Maj,SO2,17.0
hrastnik,Zasavska,1998,Maj,SO2,17.0
zagorje,Zasavska,1998,Maj,SO2,24.0
sostanj,Savinjska,1998,Maj,SO2,38.0
topolsica,Savinjska,1998,Maj,SO2,16.0
veliki vrh,Savinjska,1998,Maj,SO2,34.0
zavodnje,Savinjska,1998,Maj,SO2,26.0
velenje,Savinjska,1998,Maj,SO2,5.0
graska gora,Koroška,1998,Maj,SO2,22.0
skale,Savinjska,1998,Maj,SO2,11.0
kovk,Zasavska,1998,Maj,SO2,38.0
dobovec,Zasavska,1998,Maj,SO2,39.0
kum,Zasavska,1998,Maj,SO2,19.0
ravenska vas,Zasavska,1998,Maj,SO2,102.0
vnajnarje,Osrednjeslovenska,1998,Maj,SO2,12.0
eis celje,Savinjska,1998,Maj,SO2,15.0
eis krsko,Posavska,1998,Maj,SO2,59.0
skale,Savinjska,1998,Maj,SO2,10.0
ljubljana f.,Osrednjeslovenska,1998,Maj,NO2,
maribor,Podravska,1998,Maj,NO2,36.0
celje,Savinjska,1998,Maj,NO2,22.0
trbovlje,Zasavska,1998,Maj,NO2,30.0
zavodnje,Savinjska,1998,Maj,NO2,5.0
skale,Savinjska,1998,Maj,NO2,6.0
kovk,Zasavska,1998,Maj,NO2,3.0
vnajnarje,Osrednjeslovenska,1998,Maj,NO2,0.0
eis celje,Savinjska,1998,Maj,NO2,42.0
skale,Savinjska,1998,Maj,NO2,43.0
ljubljana f.,Osrednjeslovenska,1998,Maj,NOX,
maribor,Podravska,1998,Maj,NOX,52.0
celje,Savinjska,1998,Maj,NOX,27.0
trbovlje,Zasavska,1998,Maj,NOX,48.0
zavodnje,Savinjska,1998,Maj,NOX,5.0
skale,Savinjska,1998,Maj,NOX,6.0
kovk,Zasavska,1998,Maj,NOX,3.0
vnajnarje,Osrednjeslovenska,1998,Maj,NOX,0.0
skale,Savinjska,1998,Maj,NOX,76.0
ljubljana f.,Osrednjeslovenska,1998,Jun,SO2,9.0
ljubljana b.,Osrednjeslovenska,1998,Jun,SO2,10.0
maribor,Podravska,1998,Jun,SO2,7.0
celje,Savinjska,1998,Jun,SO2,8.0
trbovlje,Zasavska,1998,Jun,SO2,12.0
hrastnik,Zasavska,1998,Jun,SO2,11.0
zagorje,Zasavska,1998,Jun,SO2,7.0
sostanj,Savinjska,1998,Jun,SO2,71.0
topolsica,Savinjska,1998,Jun,SO2,17.0
veliki vrh,Savinjska,1998,Jun,SO2,57.0
zavodnje,Savinjska,1998,Jun,SO2,31.0
velenje,Savinjska,1998,Jun,SO2,7.0
graska gora,Koroška,1998,Jun,SO2,19.0
skale,Savinjska,1998,Jun,SO2,21.0
kovk,Zasavska,1998,Jun,SO2,33.0
dobovec,Zasavska,1998,Jun,SO2,15.0
kum,Zasavska,1998,Jun,SO2,11.0
ravenska vas,Zasavska,1998,Jun,SO2,47.0
vnajnarje,Osrednjeslovenska,1998,Jun,SO2,4.0
eis celje,Savinjska,1998,Jun,SO2,10.0
eis krsko,Posavska,1998,Jun,SO2,25.0
skale,Savinjska,1998,Jun,SO2,8.0
ljubljana f.,Osrednjeslovenska,1998,Jun,NO2,28.0
maribor,Podravska,1998,Jun,NO2,33.0
celje,Savinjska,1998,Jun,NO2,18.0
trbovlje,Zasavska,1998,Jun,NO2,22.0
zavodnje,Savinjska,1998,Jun,NO2,5.0
skale,Savinjska,1998,Jun,NO2,7.0
kovk,Zasavska,1998,Jun,NO2,8.0
vnajnarje,Osrednjeslovenska,1998,Jun,NO2,2.0
eis celje,Savinjska,1998,Jun,NO2,37.0
skale,Savinjska,1998,Jun,NO2,39.0
ljubljana f.,Osrednjeslovenska,1998,Jun,NOX,35.0
maribor,Podravska,1998,Jun,NOX,47.0
celje,Savinjska,1998,Jun,NOX,21.0
trbovlje,Zasavska,1998,Jun,NOX,37.0
zavodnje,Savinjska,1998,Jun,NOX,6.0
skale,Savinjska,1998,Jun,NOX,8.0
kovk,Zasavska,1998,Jun,NOX,9.0
vnajnarje,Osrednjeslovenska,1998,Jun,NOX,2.0
skale,Savinjska,1998,Jun,NOX,65.0
ljubljana f.,Osrednjeslovenska,1998,Jul,SO2,8.0
ljubljana b.,Osrednjeslovenska,1998,Jul,SO2,12.0
maribor,Podravska,1998,Jul,SO2,6.0
celje,Savinjska,1998,Jul,SO2,8.0
trbovlje,Zasavska,1998,Jul,SO2,23.0
hrastnik,Zasavska,1998,Jul,SO2,24.0
zagorje,Zasavska,1998,Jul,SO2,18.0
sostanj,Savinjska,1998,Jul,SO2,31.0
topolsica,Savinjska,1998,Jul,SO2,31.0
veliki vrh,Savinjska,1998,Jul,SO2,36.0
zavodnje,Savinjska,1998,Jul,SO2,27.0
velenje,Savinjska,1998,Jul,SO2,6.0
graska gora,Koroška,1998,Jul,SO2,25.0
skale,Savinjska,1998,Jul,SO2,10.0
kovk,Zasavska,1998,Jul,SO2,63.0
dobovec,Zasavska,1998,Jul,SO2,67.0
kum,Zasavska,1998,Jul,SO2,13.0
ravenska vas,Zasavska,1998,Jul,SO2,93.0
vnajnarje,Osrednjeslovenska,1998,Jul,SO2,6.0
eis celje,Savinjska,1998,Jul,SO2,8.0
eis krsko,Posavska,1998,Jul,SO2,36.0
skale,Savinjska,1998,Jul,SO2,6.0
ljubljana f.,Osrednjeslovenska,1998,Jul,NO2,32.0
maribor,Podravska,1998,Jul,NO2,32.0
celje,Savinjska,1998,Jul,NO2,22.0
trbovlje,Zasavska,1998,Jul,NO2,23.0
zavodnje,Savinjska,1998,Jul,NO2,5.0
skale,Savinjska,1998,Jul,NO2,5.0
kovk,Zasavska,1998,Jul,NO2,5.0
vnajnarje,Osrednjeslovenska,1998,Jul,NO2,2.0
eis celje,Savinjska,1998,Jul,NO2,38.0
skale,Savinjska,1998,Jul,NO2,26.0
ljubljana f.,Osrednjeslovenska,1998,Jul,NOX,40.0
maribor,Podravska,1998,Jul,NOX,43.0
celje,Savinjska,1998,Jul,NOX,26.0
trbovlje,Zasavska,1998,Jul,NOX,36.0
zavodnje,Savinjska,1998,Jul,NOX,5.0
skale,Savinjska,1998,Jul,NOX,6.0
kovk,Zasavska,1998,Jul,NOX,6.0
vnajnarje,Osrednjeslovenska,1998,Jul,NOX,2.0
skale,Savinjska,1998,Jul,NOX,30.0
ljubljana f.,Osrednjeslovenska,1998,Avg,SO2,10.0
ljubljana b.,Osrednjeslovenska,1998,Avg,SO2,12.0
maribor,Podravska,1998,Avg,SO2,8.0
celje,Savinjska,1998,Avg,SO2,11.0
trbovlje,Zasavska,1998,Avg,SO2,18.0
hrastnik,Zasavska,1998,Avg,SO2,15.0
zagorje,Zasavska,1998,Avg,SO2,37.0
sostanj,Savinjska,1998,Avg,SO2,17.0
topolsica,Savinjska,1998,Avg,SO2,15.0
veliki vrh,Savinjska,1998,Avg,SO2,35.0
zavodnje,Savinjska,1998,Avg,SO2,30.0
velenje,Savinjska,1998,Avg,SO2,4.0
graska gora,Koroška,1998,Avg,SO2,12.0
skale,Savinjska,1998,Avg,SO2,4.0
kovk,Zasavska,1998,Avg,SO2,25.0
dobovec,Zasavska,1998,Avg,SO2,57.0
kum,Zasavska,1998,Avg,SO2,9.0
ravenska vas,Zasavska,1998,Avg,SO2,124.0
vnajnarje,Osrednjeslovenska,1998,Avg,SO2,10.0
eis celje,Savinjska,1998,Avg,SO2,4.0
eis krsko,Posavska,1998,Avg,SO2,22.0
skale,Savinjska,1998,Avg,SO2,7.0
ljubljana f.,Osrednjeslovenska,1998,Avg,NO2,32.0
maribor,Podravska,1998,Avg,NO2,26.0
celje,Savinjska,1998,Avg,NO2,
trbovlje,Zasavska,1998,Avg,NO2,23.0
zavodnje,Savinjska,1998,Avg,NO2,5.0
skale,Savinjska,1998,Avg,NO2,4.0
kovk,Zasavska,1998,Avg,NO2,4.0
vnajnarje,Osrednjeslovenska,1998,Avg,NO2,1.0
eis celje,Savinjska,1998,Avg,NO2,
skale,Savinjska,1998,Avg,NO2,26.0
ljubljana f.,Osrednjeslovenska,1998,Avg,NOX,40.0
maribor,Podravska,1998,Avg,NOX,35.0
celje,Savinjska,1998,Avg,NOX,
trbovlje,Zasavska,1998,Avg,NOX,36.0
zavodnje,Savinjska,1998,Avg,NOX,6.0
skale,Savinjska,1998,Avg,NOX,4.0
kovk,Zasavska,1998,Avg,NOX,4.0
vnajnarje,Osrednjeslovenska,1998,Avg,NOX,1.0
skale,Savinjska,1998,Avg,NOX,30.0
ljubljana f.,Osrednjeslovenska,1998,Sep,SO2,6.0
ljubljana b.,Osrednjeslovenska,1998,Sep,SO2,10.0
maribor,Podravska,1998,Sep,SO2,8.0
celje,Savinjska,1998,Sep,SO2,10.0
trbovlje,Zasavska,1998,Sep,SO2,18.0
hrastnik,Zasavska,1998,Sep,SO2,17.0
zagorje,Zasavska,1998,Sep,SO2,18.0
sostanj,Savinjska,1998,Sep,SO2,53.0
topolsica,Savinjska,1998,Sep,SO2,14.0
veliki vrh,Savinjska,1998,Sep,SO2,35.0
zavodnje,Savinjska,1998,Sep,SO2,24.0
velenje,Savinjska,1998,Sep,SO2,5.0
graska gora,Koroška,1998,Sep,SO2,28.0
skale,Savinjska,1998,Sep,SO2,10.0
kovk,Zasavska,1998,Sep,SO2,42.0
dobovec,Zasavska,1998,Sep,SO2,37.0
kum,Zasavska,1998,Sep,SO2,13.0
ravenska vas,Zasavska,1998,Sep,SO2,72.0
vnajnarje,Osrednjeslovenska,1998,Sep,SO2,6.0
eis celje,Savinjska,1998,Sep,SO2,12.0
eis krsko,Posavska,1998,Sep,SO2,14.0
skale,Savinjska,1998,Sep,SO2,6.0
ljubljana f.,Osrednjeslovenska,1998,Sep,NO2,35.0
maribor,Podravska,1998,Sep,NO2,36.0
celje,Savinjska,1998,Sep,NO2,20.0
trbovlje,Zasavska,1998,Sep,NO2,23.0
zavodnje,Savinjska,1998,Sep,NO2,5.0
skale,Savinjska,1998,Sep,NO2,6.0
kovk,Zasavska,1998,Sep,NO2,5.0
vnajnarje,Osrednjeslovenska,1998,Sep,NO2,4.0
eis celje,Savinjska,1998,Sep,NO2,
skale,Savinjska,1998,Sep,NO2,60.0
ljubljana f.,Osrednjeslovenska,1998,Sep,NOX,52.0
maribor,Podravska,1998,Sep,NOX,56.0
celje,Savinjska,1998,Sep,NOX,32.0
trbovlje,Zasavska,1998,Sep,NOX,45.0
zavodnje,Savinjska,1998,Sep,NOX,6.0
skale,Savinjska,1998,Sep,NOX,6.0
kovk,Zasavska,1998,Sep,NOX,5.0
vnajnarje,Osrednjeslovenska,1998,Sep,NOX,4.0
skale,Savinjska,1998,Sep,NOX,43.0
ljubljana f.,Osrednjeslovenska,1998,Okt,SO2,15.0
ljubljana b.,Osrednjeslovenska,1998,Okt,SO2,20.0
maribor,Podravska,1998,Okt,SO2,15.0
celje,Savinjska,1998,Okt,SO2,14.0
trbovlje,Zasavska,1998,Okt,SO2,17.0
hrastnik,Zasavska,1998,Okt,SO2,23.0
zagorje,Zasavska,1998,Okt,SO2,13.0
sostanj,Savinjska,1998,Okt,SO2,28.0
topolsica,Savinjska,1998,Okt,SO2,9.0
veliki vrh,Savinjska,1998,Okt,SO2,41.0
zavodnje,Savinjska,1998,Okt,SO2,46.0
velenje,Savinjska,1998,Okt,SO2,6.0
graska gora,Koroška,1998,Okt,SO2,53.0
skale,Savinjska,1998,Okt,SO2,15.0
kovk,Zasavska,1998,Okt,SO2,34.0
dobovec,Zasavska,1998,Okt,SO2,65.0
kum,Zasavska,1998,Okt,SO2,14.0
ravenska vas,Zasavska,1998,Okt,SO2,57.0
vnajnarje,Osrednjeslovenska,1998,Okt,SO2,12.0
eis celje,Savinjska,1998,Okt,SO2,27.0
eis krsko,Posavska,1998,Okt,SO2,13.0
skale,Savinjska,1998,Okt,SO2,13.0
ljubljana f.,Osrednjeslovenska,1998,Okt,NO2,44.0
maribor,Podravska,1998,Okt,NO2,36.0
celje,Savinjska,1998,Okt,NO2,23.0
trbovlje,Zasavska,1998,Okt,NO2,24.0
zavodnje,Savinjska,1998,Okt,NO2,7.0
skale,Savinjska,1998,Okt,NO2,8.0
kovk,Zasavska,1998,Okt,NO2,5.0
vnajnarje,Osrednjeslovenska,1998,Okt,NO2,5.0
eis celje,Savinjska,1998,Okt,NO2,48.0
skale,Savinjska,1998,Okt,NO2,40.0
ljubljana f.,Osrednjeslovenska,1998,Okt,NOX,84.0
maribor,Podravska,1998,Okt,NOX,66.0
celje,Savinjska,1998,Okt,NOX,44.0
trbovlje,Zasavska,1998,Okt,NOX,49.0
zavodnje,Savinjska,1998,Okt,NOX,9.0
skale,Savinjska,1998,Okt,NOX,9.0
kovk,Zasavska,1998,Okt,NOX,6.0
vnajnarje,Osrednjeslovenska,1998,Okt,NOX,6.0
skale,Savinjska,1998,Okt,NOX,68.0
ljubljana f.,Osrednjeslovenska,1998,Nov,SO2,29.0
ljubljana b.,Osrednjeslovenska,1998,Nov,SO2,43.0
maribor,Podravska,1998,Nov,SO2,22.0
celje,Savinjska,1998,Nov,SO2,29.0
trbovlje,Zasavska,1998,Nov,SO2,40.0
hrastnik,Zasavska,1998,Nov,SO2,41.0
zagorje,Zasavska,1998,Nov,SO2,36.0
sostanj,Savinjska,1998,Nov,SO2,43.0
topolsica,Savinjska,1998,Nov,SO2,13.0
veliki vrh,Savinjska,1998,Nov,SO2,89.0
zavodnje,Savinjska,1998,Nov,SO2,32.0
velenje,Savinjska,1998,Nov,SO2,10.0
graska gora,Koroška,1998,Nov,SO2,21.0
skale,Savinjska,1998,Nov,SO2,12.0
kovk,Zasavska,1998,Nov,SO2,24.0
dobovec,Zasavska,1998,Nov,SO2,64.0
kum,Zasavska,1998,Nov,SO2,21.0
ravenska vas,Zasavska,1998,Nov,SO2,122.0
vnajnarje,Osrednjeslovenska,1998,Nov,SO2,35.0
eis celje,Savinjska,1998,Nov,SO2,57.0
eis krsko,Posavska,1998,Nov,SO2,16.0
skale,Savinjska,1998,Nov,SO2,31.0
ljubljana f.,Osrednjeslovenska,1998,Nov,NO2,47.0
maribor,Podravska,1998,Nov,NO2,36.0
celje,Savinjska,1998,Nov,NO2,32.0
trbovlje,Zasavska,1998,Nov,NO2,29.0
zavodnje,Savinjska,1998,Nov,NO2,7.0
skale,Savinjska,1998,Nov,NO2,9.0
kovk,Zasavska,1998,Nov,NO2,7.0
vnajnarje,Osrednjeslovenska,1998,Nov,NO2,5.0
eis celje,Savinjska,1998,Nov,NO2,54.0
skale,Savinjska,1998,Nov,NO2,46.0
ljubljana f.,Osrednjeslovenska,1998,Nov,NOX,98.0
maribor,Podravska,1998,Nov,NOX,65.0
celje,Savinjska,1998,Nov,NOX,70.0
trbovlje,Zasavska,1998,Nov,NOX,64.0
zavodnje,Savinjska,1998,Nov,NOX,8.0
skale,Savinjska,1998,Nov,NOX,9.0
kovk,Zasavska,1998,Nov,NOX,7.0
vnajnarje,Osrednjeslovenska,1998,Nov,NOX,5.0
skale,Savinjska,1998,Nov,NOX,81.0
ljubljana f.,Osrednjeslovenska,1998,Dec,SO2,26.0
ljubljana b.,Osrednjeslovenska,1998,Dec,SO2,40.0
maribor,Podravska,1998,Dec,SO2,41.0
celje,Savinjska,1998,Dec,SO2,57.0
trbovlje,Zasavska,1998,Dec,SO2,60.0
hrastnik,Zasavska,1998,Dec,SO2,57.0
zagorje,Zasavska,1998,Dec,SO2,39.0
sostanj,Savinjska,1998,Dec,SO2,29.0
topolsica,Savinjska,1998,Dec,SO2,35.0
veliki vrh,Savinjska,1998,Dec,SO2,124.0
zavodnje,Savinjska,1998,Dec,SO2,103.0
velenje,Savinjska,1998,Dec,SO2,23.0
graska gora,Koroška,1998,Dec,SO2,25.0
skale,Savinjska,1998,Dec,SO2,25.0
kovk,Zasavska,1998,Dec,SO2,57.0
dobovec,Zasavska,1998,Dec,SO2,94.0
kum,Zasavska,1998,Dec,SO2,18.0
ravenska vas,Zasavska,1998,Dec,SO2,81.0
vnajnarje,Osrednjeslovenska,1998,Dec,SO2,26.0
eis celje,Savinjska,1998,Dec,SO2,
eis krsko,Posavska,1998,Dec,SO2,38.0
skale,Savinjska,1998,Dec,SO2,40.0
ljubljana f.,Osrednjeslovenska,1998,Dec,NO2,60.0
maribor,Podravska,1998,Dec,NO2,45.0
celje,Savinjska,1998,Dec,NO2,58.0
trbovlje,Zasavska,1998,Dec,NO2,39.0
zavodnje,Savinjska,1998,Dec,NO2,13.0
skale,Savinjska,1998,Dec,NO2,15.0
kovk,Zasavska,1998,Dec,NO2,10.0
vnajnarje,Osrednjeslovenska,1998,Dec,NO2,10.0
eis celje,Savinjska,1998,Dec,NO2,
skale,Savinjska,1998,Dec,NO2,102.0
ljubljana f.,Osrednjeslovenska,1998,Dec,NOX,120.0
maribor,Podravska,1998,Dec,NOX,88.0
celje,Savinjska,1998,Dec,NOX,116.0
trbovlje,Zasavska,1998,Dec,NOX,81.0
zavodnje,Savinjska,1998,Dec,NOX,16.0
skale,Savinjska,1998,Dec,NOX,17.0
kovk,Zasavska,1998,Dec,NOX,12.0
vnajnarje,Osrednjeslovenska,1998,Dec,NOX,12.0
skale,Savinjska,1998,Dec,NOX,198.0
ljubljana f.,Osrednjeslovenska,1999,Jan,PM10,43.0
celje,Savinjska,1999,Jan,PM10,47.0
trbovlje,Zasavska,1999,Jan,PM10,52.0
eis celje,Savinjska,1999,Jan,PM10,50.0
ljubljana f.,Osrednjeslovenska,1999,Jan,SO2,19.0
ljubljana b.,Osrednjeslovenska,1999,Jan,SO2,28.0
maribor,Podravska,1999,Jan,SO2,32.0
celje,Savinjska,1999,Jan,SO2,44.0
trbovlje,Zasavska,1999,Jan,SO2,53.0
hrastnik,Zasavska,1999,Jan,SO2,48.0
zagorje,Zasavska,1999,Jan,SO2,37.0
sostanj,Savinjska,1999,Jan,SO2,36.0
topolsica,Savinjska,1999,Jan,SO2,31.0
veliki vrh,Savinjska,1999,Jan,SO2,179.0
zavodnje,Savinjska,1999,Jan,SO2,94.0
velenje,Savinjska,1999,Jan,SO2,32.0
graska gora,Koroška,1999,Jan,SO2,38.0
skale,Savinjska,1999,Jan,SO2,35.0
kovk,Zasavska,1999,Jan,SO2,137.0
dobovec,Zasavska,1999,Jan,SO2,134.0
kum,Zasavska,1999,Jan,SO2,12.0
ravenska vas,Zasavska,1999,Jan,SO2,76.0
vnajnarje,Osrednjeslovenska,1999,Jan,SO2,19.0
eis celje,Savinjska,1999,Jan,SO2,52.0
eis krsko,Posavska,1999,Jan,SO2,28.0
ljubljana f.,Osrednjeslovenska,1999,Jan,NO2,89.0
maribor,Podravska,1999,Jan,NO2,39.0
celje,Savinjska,1999,Jan,NO2,28.0
trbovlje,Zasavska,1999,Jan,NO2,29.0
zavodnje,Savinjska,1999,Jan,NO2,15.0
skale,Savinjska,1999,Jan,NO2,13.0
kovk,Zasavska,1999,Jan,NO2,16.0
vnajnarje,Osrednjeslovenska,1999,Jan,NO2,13.0
eis celje,Savinjska,1999,Jan,NO2,
ljubljana f.,Osrednjeslovenska,1999,Jan,NOX,140.0
maribor,Podravska,1999,Jan,NOX,79.0
celje,Savinjska,1999,Jan,NOX,64.0
trbovlje,Zasavska,1999,Jan,NOX,56.0
zavodnje,Savinjska,1999,Jan,NOX,18.0
skale,Savinjska,1999,Jan,NOX,17.0
kovk,Zasavska,1999,Jan,NOX,24.0
vnajnarje,Osrednjeslovenska,1999,Jan,NOX,16.0
ljubljana f.,Osrednjeslovenska,1999,Feb,PM10,46.0
celje,Savinjska,1999,Feb,PM10,48.0
trbovlje,Zasavska,1999,Feb,PM10,53.0
eis celje,Savinjska,1999,Feb,PM10,56.0
ljubljana f.,Osrednjeslovenska,1999,Feb,SO2,23.0
ljubljana b.,Osrednjeslovenska,1999,Feb,SO2,25.0
maribor,Podravska,1999,Feb,SO2,32.0
celje,Savinjska,1999,Feb,SO2,33.0
trbovlje,Zasavska,1999,Feb,SO2,47.0
hrastnik,Zasavska,1999,Feb,SO2,26.0
zagorje,Zasavska,1999,Feb,SO2,31.0
sostanj,Savinjska,1999,Feb,SO2,53.0
topolsica,Savinjska,1999,Feb,SO2,35.0
veliki vrh,Savinjska,1999,Feb,SO2,101.0
zavodnje,Savinjska,1999,Feb,SO2,56.0
velenje,Savinjska,1999,Feb,SO2,15.0
graska gora,Koroška,1999,Feb,SO2,53.0
skale,Savinjska,1999,Feb,SO2,25.0
kovk,Zasavska,1999,Feb,SO2,132.0
dobovec,Zasavska,1999,Feb,SO2,39.0
