Postaja,Regija,Datum,SO2,NO2
ng grcna,Goriška,2020-11-30,,94.0
ng grcna,Goriška,2020-12-31,,78.0
ng grcna,Goriška,2021-01-31,,79.0
ng grcna,Goriška,2021-02-28,,108.0
ng grcna,Goriška,2021-03-31,,103.0
ng grcna,Goriška,2021-04-30,,86.0
ng grcna,Goriška,2021-05-31,,84.0
ng grcna,Goriška,2021-06-30,,68.0
ng grcna,Goriška,2021-07-31,,58.0
ng grcna,Goriška,2021-08-31,,88.0
ng grcna,Goriška,2021-09-30,,123.0
ng grcna,Goriška,2021-10-31,,88.0
ng grcna,Goriška,2021-11-30,,98.0
ng grcna,Goriška,2021-12-31,,109.0
ng grcna,Goriška,2022-01-31,,109.0
ng grcna,Goriška,2022-02-28,,108.0
ng grcna,Goriška,2022-03-31,,137.0
ng grcna,Goriška,2022-04-30,,114.0
ng grcna,Goriška,2022-05-31,,80.0
ng grcna,Goriška,2022-06-30,,67.0
ng grcna,Goriška,2022-07-31,,83.0
ng grcna,Goriška,2022-08-31,,69.0
ng grcna,Goriška,2022-09-30,,74.0
ng grcna,Goriška,2022-10-31,,81.0
ng grcna,Goriška,2022-11-30,,67.0
ng grcna,Goriška,2022-12-31,,69.0
ng grcna,Goriška,2023-01-31,,96
ng grcna,Goriška,2023-02-28,,98
ng grcna,Goriška,2023-03-31,,92
ng grcna,Goriška,2023-04-30,,84
ng grcna,Goriška,2023-05-31,,59
ng grcna,Goriška,2023-06-30,,74
ng grcna,Goriška,2023-07-31,,63
ng grcna,Goriška,2023-08-31,,78
ng grcna,Goriška,2023-09-30,,78
ng grcna,Goriška,2023-10-31,,79
ng grcna,Goriška,2023-11-30,,70
ng grcna,Goriška,2023-12-31,,76
nova gorica,Goriška,2002-01-31,38.0,126
nova gorica,Goriška,2002-02-28,50.0,81
nova gorica,Goriška,2002-03-31,55.0,106
nova gorica,Goriška,2002-04-30,64.0,112
nova gorica,Goriška,2002-05-31,54.0,83
nova gorica,Goriška,2002-06-30,34.0,83
nova gorica,Goriška,2002-07-31,40.0,76
nova gorica,Goriška,2002-08-31,38.0,47
nova gorica,Goriška,2002-09-30,18.0,64
nova gorica,Goriška,2002-10-31,38.0,59
nova gorica,Goriška,2002-11-30,51.0,61
nova gorica,Goriška,2002-12-31,31.0,68
nova gorica,Goriška,2003-01-31,22.0,115
nova gorica,Goriška,2003-02-28,31.0,100
nova gorica,Goriška,2003-03-31,43.0,125
nova gorica,Goriška,2003-04-30,126.0,111
nova gorica,Goriška,2003-05-31,72.0,87
nova gorica,Goriška,2003-06-30,62.0,71
nova gorica,Goriška,2003-07-31,108.0,63
nova gorica,Goriška,2003-08-31,131.0,68
nova gorica,Goriška,2003-09-30,60.0,114
nova gorica,Goriška,2003-10-31,47.0,69
nova gorica,Goriška,2003-11-30,56.0,63
nova gorica,Goriška,2003-12-31,36.0,97
nova gorica,Goriška,2004-01-31,67.0,72.0
nova gorica,Goriška,2004-02-29,22.0,85.0
nova gorica,Goriška,2004-03-31,53.0,95.0
nova gorica,Goriška,2004-04-30,60.0,80.0
nova gorica,Goriška,2004-05-31,74.0,65.0
nova gorica,Goriška,2004-06-30,66.0,80.0
nova gorica,Goriška,2004-07-31,71.0,66.0
nova gorica,Goriška,2004-08-31,28.0,65.0
nova gorica,Goriška,2004-09-30,24.0,60.0
nova gorica,Goriška,2004-10-31,24.0,51.0
nova gorica,Goriška,2004-11-30,44.0,99.0
nova gorica,Goriška,2004-12-31,89.0,101.0
nova gorica,Goriška,2005-01-31,45.0,92.0
nova gorica,Goriška,2005-02-28,98.0,90.0
nova gorica,Goriška,2005-03-31,57.0,104.0
nova gorica,Goriška,2005-04-30,72.0,81.0
nova gorica,Goriška,2005-05-31,90.0,75.0
nova gorica,Goriška,2005-06-30,36.0,65.0
nova gorica,Goriška,2005-07-31,31.0,63.0
nova gorica,Goriška,2005-08-31,18.0,51.0
nova gorica,Goriška,2005-09-30,15.0,59.0
nova gorica,Goriška,2005-10-31,28.0,59.0
nova gorica,Goriška,2005-11-30,19.0,58.0
nova gorica,Goriška,2005-12-31,23.0,64.0
nova gorica,Goriška,2006-01-31,25.0,95
nova gorica,Goriška,2006-02-28,49.0,95
nova gorica,Goriška,2006-03-31,72.0,76
nova gorica,Goriška,2006-04-30,34.0,73
nova gorica,Goriška,2006-05-31,43.0,59
nova gorica,Goriška,2006-06-30,80.0,70
nova gorica,Goriška,2006-07-31,31.0,58
nova gorica,Goriška,2006-08-31,47.0,55
nova gorica,Goriška,2006-09-30,27.0,74
nova gorica,Goriška,2006-10-31,42.0,82
nova gorica,Goriška,2006-11-30,23.0,98
nova gorica,Goriška,2006-12-31,16.0,100
nova gorica,Goriška,2007-01-31,34.0,70
nova gorica,Goriška,2007-02-28,45.0,81
nova gorica,Goriška,2007-03-31,44.0,86
nova gorica,Goriška,2007-04-30,64.0,112
nova gorica,Goriška,2007-05-31,43.0,66
nova gorica,Goriška,2007-06-30,29.0,57
nova gorica,Goriška,2007-07-31,26.0,81
nova gorica,Goriška,2007-08-31,19.0,67
nova gorica,Goriška,2007-09-30,23.0,73
nova gorica,Goriška,2007-10-31,26.0,89
nova gorica,Goriška,2007-11-30,37.0,98
nova gorica,Goriška,2007-12-31,44.0,100
nova gorica,Goriška,2008-01-31,27,114
nova gorica,Goriška,2008-02-29,35,107
nova gorica,Goriška,2008-03-31,29,85
nova gorica,Goriška,2008-04-30,25,108
nova gorica,Goriška,2008-05-31,32,107
nova gorica,Goriška,2008-06-30,18,89
nova gorica,Goriška,2008-07-31,14,80
nova gorica,Goriška,2008-08-31,14,78
nova gorica,Goriška,2008-09-30,17,78
nova gorica,Goriška,2008-10-31,18,104
nova gorica,Goriška,2008-11-30,0,105
nova gorica,Goriška,2008-12-31,11,106
nova gorica,Goriška,2009-01-31,17.0,129
nova gorica,Goriška,2009-02-28,14.0,122
nova gorica,Goriška,2009-03-31,41.0,100
nova gorica,Goriška,2009-04-30,52.0,91
nova gorica,Goriška,2009-05-31,17.0,68
nova gorica,Goriška,2009-06-30,8.0,68
nova gorica,Goriška,2009-07-31,6.0,67
nova gorica,Goriška,2009-08-31,11.0,86
nova gorica,Goriška,2009-09-30,12.0,92
nova gorica,Goriška,2009-10-31,12.0,92
nova gorica,Goriška,2009-11-30,17.0,83
nova gorica,Goriška,2009-12-31,21.0,129
nova gorica,Goriška,2010-01-31,,116
nova gorica,Goriška,2010-02-28,,135
nova gorica,Goriška,2010-03-31,,113
nova gorica,Goriška,2010-04-30,,101
nova gorica,Goriška,2010-05-31,,81
nova gorica,Goriška,2010-06-30,,99
nova gorica,Goriška,2010-07-31,,79
nova gorica,Goriška,2010-08-31,,66
nova gorica,Goriška,2010-09-30,,79
nova gorica,Goriška,2010-10-31,,89
nova gorica,Goriška,2010-11-30,,91
nova gorica,Goriška,2010-12-31,,113
nova gorica,Goriška,2011-01-31,,101
nova gorica,Goriška,2011-02-28,,127
nova gorica,Goriška,2011-03-31,,122
nova gorica,Goriška,2011-04-30,,105
nova gorica,Goriška,2011-05-31,,101
nova gorica,Goriška,2011-06-30,,77
nova gorica,Goriška,2011-07-31,,75
nova gorica,Goriška,2011-08-31,,85
nova gorica,Goriška,2011-09-30,,111
nova gorica,Goriška,2011-10-31,,127
nova gorica,Goriška,2011-11-30,,125
nova gorica,Goriška,2011-12-31,,96
nova gorica,Goriška,2012-01-31,,106.0
nova gorica,Goriška,2012-02-29,,112.0
nova gorica,Goriška,2012-03-31,,111.0
nova gorica,Goriška,2012-04-30,,70.0
nova gorica,Goriška,2012-05-31,,92.0
nova gorica,Goriška,2012-06-30,,77.0
nova gorica,Goriška,2012-07-31,,86.0
nova gorica,Goriška,2012-08-31,,124.0
nova gorica,Goriška,2012-09-30,,84.0
nova gorica,Goriška,2012-10-31,,94.0
nova gorica,Goriška,2012-11-30,,83.0
nova gorica,Goriška,2012-12-31,,117.0
nova gorica,Goriška,2014-01-31,,68
nova gorica,Goriška,2014-02-28,,72
nova gorica,Goriška,2014-03-31,,100
nova gorica,Goriška,2014-04-30,,81
nova gorica,Goriška,2014-05-31,,67
nova gorica,Goriška,2014-06-30,,61
nova gorica,Goriška,2014-07-31,,59
nova gorica,Goriška,2014-08-31,,55
nova gorica,Goriška,2014-09-30,,64
nova gorica,Goriška,2014-10-31,,52
nova gorica,Goriška,2014-11-30,,51
nova gorica,Goriška,2014-12-31,,41
nova gorica,Goriška,2015-01-31,,110
nova gorica,Goriška,2015-02-28,,60
nova gorica,Goriška,2015-03-31,,95
nova gorica,Goriška,2015-04-30,,89
nova gorica,Goriška,2015-05-31,,75
nova gorica,Goriška,2015-06-30,,65
nova gorica,Goriška,2015-07-31,,78
nova gorica,Goriška,2015-08-31,,86
nova gorica,Goriška,2015-09-30,,64
nova gorica,Goriška,2015-10-31,,80
nova gorica,Goriška,2015-11-30,,109
nova gorica,Goriška,2015-12-31,,92
nova gorica,Goriška,2016-01-31,,88.0
nova gorica,Goriška,2016-02-29,,67.0
nova gorica,Goriška,2016-03-31,,77.0
nova gorica,Goriška,2016-04-30,,66.0
nova gorica,Goriška,2016-05-31,,53.0
nova gorica,Goriška,2016-06-30,,79.0
nova gorica,Goriška,2016-07-31,,73.0
nova gorica,Goriška,2016-08-31,,70.0
nova gorica,Goriška,2016-09-30,,88.0
nova gorica,Goriška,2016-10-31,,69.0
nova gorica,Goriška,2016-11-30,,104.0
nova gorica,Goriška,2016-12-31,,141.0
nova gorica,Goriška,2017-01-31,,135.0
nova gorica,Goriška,2017-02-28,,110.0
nova gorica,Goriška,2017-03-31,,111.0
nova gorica,Goriška,2017-04-30,,91.0
nova gorica,Goriška,2017-05-31,,64.0
nova gorica,Goriška,2017-06-30,,73.0
nova gorica,Goriška,2017-07-31,,88.0
nova gorica,Goriška,2017-08-31,,94.0
nova gorica,Goriška,2017-09-30,,82.0
nova gorica,Goriška,2017-10-31,,97.0
nova gorica,Goriška,2017-11-30,,104.0
nova gorica,Goriška,2017-12-31,,121.0
nova gorica,Goriška,2018-01-31,,106.0
nova gorica,Goriška,2018-02-28,,111.0
nova gorica,Goriška,2018-03-31,,63.0
nova gorica,Goriška,2018-04-30,,81.0
nova gorica,Goriška,2018-05-31,,61.0
nova gorica,Goriška,2018-06-30,,59.0
nova gorica,Goriška,2018-07-31,,65.0
nova gorica,Goriška,2018-08-31,,66.0
nova gorica,Goriška,2018-09-30,,64.0
nova gorica,Goriška,2018-10-31,,63.0
nova gorica,Goriška,2018-11-30,,56.0
nova gorica,Goriška,2018-12-31,,116.0
nova gorica,Goriška,2019-01-31,,110.0
nova gorica,Goriška,2019-02-28,,124.0
nova gorica,Goriška,2019-03-31,,132.0
nova gorica,Goriška,2019-04-30,,120.0
nova gorica,Goriška,2019-05-31,,71.0
nova gorica,Goriška,2019-06-30,,88.0
nova gorica,Goriška,2019-07-31,,70.0
nova gorica,Goriška,2019-08-31,,88.0
nova gorica,Goriška,2019-09-30,,90.0
nova gorica,Goriška,2019-10-31,,84.0
nova gorica,Goriška,2019-11-30,,68.0
nova gorica,Goriška,2019-12-31,,97.0
novo mesto,Jugovzhodna Slovenija,2021-01-31,,60.0
novo mesto,Jugovzhodna Slovenija,2021-02-28,,69.0
novo mesto,Jugovzhodna Slovenija,2021-03-31,,65.0
novo mesto,Jugovzhodna Slovenija,2021-04-30,,45.0
novo mesto,Jugovzhodna Slovenija,2021-05-31,,52.0
novo mesto,Jugovzhodna Slovenija,2021-06-30,,46.0
novo mesto,Jugovzhodna Slovenija,2021-07-31,,28.0
novo mesto,Jugovzhodna Slovenija,2021-08-31,,35.0
novo mesto,Jugovzhodna Slovenija,2021-09-30,,55.0
novo mesto,Jugovzhodna Slovenija,2021-10-31,,57.0
novo mesto,Jugovzhodna Slovenija,2021-11-30,,46.0
novo mesto,Jugovzhodna Slovenija,2021-12-31,,44.0
novo mesto,Jugovzhodna Slovenija,2022-01-31,,57.0
novo mesto,Jugovzhodna Slovenija,2022-02-28,,68.0
novo mesto,Jugovzhodna Slovenija,2022-03-31,,72.0
novo mesto,Jugovzhodna Slovenija,2022-04-30,,51.0
novo mesto,Jugovzhodna Slovenija,2022-05-31,,38.0
novo mesto,Jugovzhodna Slovenija,2022-06-30,,37.0
novo mesto,Jugovzhodna Slovenija,2022-07-31,,38.0
novo mesto,Jugovzhodna Slovenija,2022-08-31,,33.0
novo mesto,Jugovzhodna Slovenija,2022-09-30,,47.0
novo mesto,Jugovzhodna Slovenija,2022-10-31,,45.0
novo mesto,Jugovzhodna Slovenija,2022-11-30,,49.0
novo mesto,Jugovzhodna Slovenija,2022-12-31,,49.0
novo mesto,Jugovzhodna Slovenija,2023-01-31,,56
novo mesto,Jugovzhodna Slovenija,2023-02-28,,68
novo mesto,Jugovzhodna Slovenija,2023-03-31,,67
novo mesto,Jugovzhodna Slovenija,2023-04-30,,56
novo mesto,Jugovzhodna Slovenija,2023-05-31,,30
novo mesto,Jugovzhodna Slovenija,2023-06-30,,31
novo mesto,Jugovzhodna Slovenija,2023-07-31,,34
novo mesto,Jugovzhodna Slovenija,2023-08-31,,28
novo mesto,Jugovzhodna Slovenija,2023-09-30,,29
novo mesto,Jugovzhodna Slovenija,2023-10-31,,29
novo mesto,Jugovzhodna Slovenija,2023-11-30,,45
novo mesto,Jugovzhodna Slovenija,2023-12-31,,45
oms lj. (vnajnarje),Osrednjeslovenska,2006-01-31,65.0,
oms lj. (vnajnarje),Osrednjeslovenska,2006-02-28,59.0,
oms lj. (vnajnarje),Osrednjeslovenska,2006-03-31,27.0,
oms lj. (vnajnarje),Osrednjeslovenska,2006-04-30,27.0,
oms lj. (vnajnarje),Osrednjeslovenska,2006-05-31,21.0,
oms lj. (vnajnarje),Osrednjeslovenska,2006-06-30,47.0,
oms lj. (vnajnarje),Osrednjeslovenska,2006-07-31,30.0,
oms lj. (vnajnarje),Osrednjeslovenska,2006-08-31,24.0,
oms lj. (vnajnarje),Osrednjeslovenska,2006-09-30,23.0,
oms lj. (vnajnarje),Osrednjeslovenska,2006-10-31,115.0,
oms lj. (vnajnarje),Osrednjeslovenska,2006-11-30,32.0,
oms lj. (vnajnarje),Osrednjeslovenska,2006-12-31,26.0,
oms lj. (vnajnarje),Osrednjeslovenska,2007-01-31,65.0,
oms lj. (vnajnarje),Osrednjeslovenska,2007-02-28,59.0,
oms lj. (vnajnarje),Osrednjeslovenska,2007-03-31,27.0,
oms lj. (vnajnarje),Osrednjeslovenska,2007-04-30,27.0,
oms lj. (vnajnarje),Osrednjeslovenska,2007-05-31,21.0,
oms lj. (vnajnarje),Osrednjeslovenska,2007-06-30,47.0,
oms lj. (vnajnarje),Osrednjeslovenska,2007-07-31,30.0,
oms lj. (vnajnarje),Osrednjeslovenska,2007-08-31,24.0,
oms lj. (vnajnarje),Osrednjeslovenska,2007-09-30,23.0,
oms lj. (vnajnarje),Osrednjeslovenska,2007-10-31,115.0,
oms lj. (vnajnarje),Osrednjeslovenska,2007-11-30,32.0,
oms lj. (vnajnarje),Osrednjeslovenska,2007-12-31,26.0,
oms lj. (vnajnarje),Osrednjeslovenska,2008-01-31,48,
oms lj. (vnajnarje),Osrednjeslovenska,2008-02-29,43,
oms lj. (vnajnarje),Osrednjeslovenska,2008-03-31,43,
oms lj. (vnajnarje),Osrednjeslovenska,2008-04-30,22,
oms lj. (vnajnarje),Osrednjeslovenska,2008-05-31,19,
oms lj. (vnajnarje),Osrednjeslovenska,2008-06-30,12,
oms lj. (vnajnarje),Osrednjeslovenska,2008-07-31,11,
oms lj. (vnajnarje),Osrednjeslovenska,2008-08-31,38,
oms lj. (vnajnarje),Osrednjeslovenska,2008-09-30,20,
oms lj. (vnajnarje),Osrednjeslovenska,2008-10-31,52,
oms lj. (vnajnarje),Osrednjeslovenska,2008-11-30,20,
oms lj. (vnajnarje),Osrednjeslovenska,2008-12-31,24,
pesje,Posavska,2003-01-31,394.0,
pesje,Posavska,2003-02-28,149.0,
pesje,Posavska,2003-03-31,495.0,
pesje,Posavska,2003-04-30,174.0,
pesje,Posavska,2003-05-31,187.0,
pesje,Posavska,2003-06-30,133.0,
pesje,Posavska,2003-07-31,184.0,
pesje,Posavska,2003-08-31,229.0,
pesje,Posavska,2003-09-30,99.0,
pesje,Posavska,2003-10-31,60.0,
pesje,Posavska,2003-11-30,239.0,
pesje,Posavska,2003-12-31,182.0,
pesje,Posavska,2004-01-31,154.0,
pesje,Posavska,2004-02-29,80.0,
pesje,Posavska,2004-03-31,198.0,
pesje,Posavska,2004-04-30,195.0,
pesje,Posavska,2004-05-31,66.0,
pesje,Posavska,2004-06-30,77.0,
pesje,Posavska,2004-07-31,50.0,
pesje,Posavska,2004-08-31,113.0,
pesje,Posavska,2004-09-30,143.0,
pesje,Posavska,2004-10-31,114.0,
pesje,Posavska,2004-11-30,111.0,
pesje,Posavska,2004-12-31,153.0,
pesje,Posavska,2005-01-31,89.0,
pesje,Posavska,2005-02-28,59.0,
pesje,Posavska,2005-03-31,112.0,
pesje,Posavska,2005-04-30,70.0,
pesje,Posavska,2005-05-31,106.0,
pesje,Posavska,2005-06-30,37.0,
pesje,Posavska,2005-07-31,143.0,
pesje,Posavska,2005-08-31,121.0,
pesje,Posavska,2005-09-30,256.0,
pesje,Posavska,2005-10-31,63.0,
pesje,Posavska,2005-11-30,76.0,
pesje,Posavska,2005-12-31,69.0,
pesje,Posavska,2006-01-31,63.0,
pesje,Posavska,2006-02-28,76.0,
pesje,Posavska,2006-03-31,85.0,
pesje,Posavska,2006-04-30,15.0,
pesje,Posavska,2006-05-31,35.0,
pesje,Posavska,2006-06-30,61.0,
pesje,Posavska,2006-07-31,162.0,
pesje,Posavska,2006-08-31,35.0,
pesje,Posavska,2006-09-30,47.0,
pesje,Posavska,2006-10-31,27.0,
pesje,Posavska,2006-11-30,142.0,
pesje,Posavska,2006-12-31,19.0,
pesje,Posavska,2007-01-31,32.0,
pesje,Posavska,2007-02-28,55.0,
pesje,Posavska,2007-03-31,55.0,
pesje,Posavska,2007-04-30,48.0,
pesje,Posavska,2007-05-31,93.0,
pesje,Posavska,2007-06-30,36.0,
pesje,Posavska,2007-07-31,118.0,
pesje,Posavska,2007-08-31,26.0,
pesje,Posavska,2007-09-30,47.0,
pesje,Posavska,2007-10-31,51.0,
pesje,Posavska,2007-11-30,25.0,
pesje,Posavska,2007-12-31,59.0,
pesje,Posavska,2008-01-31,28,
pesje,Posavska,2008-02-29,64,
pesje,Posavska,2008-03-31,38,
pesje,Posavska,2008-04-30,74,
pesje,Posavska,2008-05-31,35,
pesje,Posavska,2008-06-30,27,
pesje,Posavska,2008-07-31,192,
pesje,Posavska,2008-08-31,38,
pesje,Posavska,2008-09-30,78,
pesje,Posavska,2008-10-31,44,
pesje,Posavska,2008-11-30,14,
pesje,Posavska,2008-12-31,30,
pesje,Posavska,2009-01-31,18.0,
pesje,Posavska,2009-02-28,51.0,
pesje,Posavska,2009-03-31,29.0,
pesje,Posavska,2009-04-30,38.0,
pesje,Posavska,2009-05-31,40.0,
pesje,Posavska,2009-06-30,36.0,
pesje,Posavska,2009-07-31,42.0,
pesje,Posavska,2009-08-31,12.0,
pesje,Posavska,2009-09-30,6.0,
pesje,Posavska,2009-10-31,24.0,
pesje,Posavska,2009-11-30,32.0,
pesje,Posavska,2009-12-31,17.0,
pesje,Posavska,2010-01-31,29,
pesje,Posavska,2010-02-28,33,
pesje,Posavska,2010-03-31,52,
pesje,Posavska,2010-04-30,53,
pesje,Posavska,2010-05-31,81,
pesje,Posavska,2010-06-30,39,
pesje,Posavska,2010-07-31,36,
pesje,Posavska,2010-08-31,48,
pesje,Posavska,2010-09-30,22,
pesje,Posavska,2010-10-31,36,
pesje,Posavska,2010-11-30,28,
pesje,Posavska,2010-12-31,15,
pesje,Posavska,2011-01-31,44,
pesje,Posavska,2011-02-28,31,
pesje,Posavska,2011-03-31,81,
pesje,Posavska,2011-04-30,48,
pesje,Posavska,2011-05-31,25,
pesje,Posavska,2011-06-30,14,
pesje,Posavska,2011-07-31,37,
pesje,Posavska,2011-08-31,42,
pesje,Posavska,2011-09-30,30,
pesje,Posavska,2011-10-31,14,
pesje,Posavska,2011-11-30,46,
pesje,Posavska,2011-12-31,24,
pesje,Posavska,2012-01-31,28,
pesje,Posavska,2012-02-29,53,
pesje,Posavska,2012-03-31,68,
pesje,Posavska,2012-04-30,30,
pesje,Posavska,2012-05-31,20,
pesje,Posavska,2012-06-30,75,
pesje,Posavska,2012-07-31,34,
pesje,Posavska,2012-08-31,66,
pesje,Posavska,2012-09-30,58,
pesje,Posavska,2012-10-31,24,
pesje,Posavska,2012-11-30,26,
pesje,Posavska,2012-12-31,23,
pesje,Posavska,2013-01-31,19,
pesje,Posavska,2013-02-28,16,
pesje,Posavska,2013-03-31,53,
pesje,Posavska,2013-04-30,18,
pesje,Posavska,2013-05-31,15,
pesje,Posavska,2013-06-30,23,
pesje,Posavska,2013-07-31,54,
pesje,Posavska,2013-08-31,96,
pesje,Posavska,2013-09-30,37,
pesje,Posavska,2013-10-31,36,
pesje,Posavska,2013-11-30,15,
pesje,Posavska,2013-12-31,26,
pesje,Posavska,2014-01-31,17,
pesje,Posavska,2014-02-28,57,
pesje,Posavska,2014-03-31,44,
pesje,Posavska,2014-04-30,70,
pesje,Posavska,2014-05-31,34,
pesje,Posavska,2014-06-30,37,
pesje,Posavska,2014-07-31,12,
pesje,Posavska,2014-08-31,33,
pesje,Posavska,2014-09-30,75,
pesje,Posavska,2014-10-31,40,
pesje,Posavska,2014-11-30,30,
pesje,Posavska,2014-12-31,16,
pesje,Posavska,2015-01-31,57,
pesje,Posavska,2015-02-28,15,
pesje,Posavska,2015-03-31,16,
pesje,Posavska,2015-04-30,18,
pesje,Posavska,2015-05-31,42,
pesje,Posavska,2015-06-30,19,
pesje,Posavska,2015-07-31,13,
pesje,Posavska,2015-08-31,7,
pesje,Posavska,2015-09-30,7,
pesje,Posavska,2015-10-31,184,
pesje,Posavska,2015-11-30,12,
pesje,Posavska,2015-12-31,23,
pesje,Posavska,2016-01-31,20.0,
pesje,Posavska,2016-02-29,13.0,
pesje,Posavska,2016-03-31,15.0,
pesje,Posavska,2016-04-30,39.0,
pesje,Posavska,2016-05-31,8.0,
pesje,Posavska,2016-06-30,11.0,
pesje,Posavska,2016-07-31,17.0,
pesje,Posavska,2016-08-31,26.0,
pesje,Posavska,2016-09-30,63.0,
pesje,Posavska,2016-10-31,19.0,
pesje,Posavska,2016-11-30,15.0,
pesje,Posavska,2016-12-31,30.0,
pesje,Posavska,2017-01-31,24.0,
pesje,Posavska,2017-02-28,14.0,
pesje,Posavska,2017-03-31,20.0,
pesje,Posavska,2017-04-30,18.0,
pesje,Posavska,2017-05-31,11.0,
pesje,Posavska,2017-06-30,20.0,
pesje,Posavska,2017-07-31,14.0,
pesje,Posavska,2017-08-31,39.0,
pesje,Posavska,2017-09-30,20.0,
pesje,Posavska,2017-10-31,17.0,
pesje,Posavska,2017-11-30,30.0,
pesje,Posavska,2017-12-31,10.0,
pesje,Posavska,2018-01-31,14.0,
pesje,Posavska,2018-02-28,15.0,
pesje,Posavska,2018-03-31,34.0,
pesje,Posavska,2018-04-30,21.0,
pesje,Posavska,2018-05-31,37.0,
pesje,Posavska,2018-06-30,28.0,
pesje,Posavska,2018-07-31,11.0,
pesje,Posavska,2018-08-31,15.0,
pesje,Posavska,2018-09-30,33.0,
pesje,Posavska,2018-10-31,19.0,
pesje,Posavska,2018-11-30,11.0,
pesje,Posavska,2018-12-31,5.0,
pesje,Posavska,2019-01-31,8.0,
pesje,Posavska,2019-02-28,17.0,
pesje,Posavska,2019-03-31,9.0,
pesje,Posavska,2019-04-30,10.0,
pesje,Posavska,2019-05-31,14.0,
pesje,Posavska,2019-06-30,16.0,
pesje,Posavska,2019-07-31,14.0,
pesje,Posavska,2019-08-31,21.0,
pesje,Posavska,2019-09-30,15.0,
pesje,Posavska,2019-10-31,15.0,
pesje,Posavska,2019-11-30,13.0,
pesje,Posavska,2019-12-31,15.0,
pesje,Posavska,2020-01-31,5.0,
pesje,Posavska,2020-02-29,13.0,
pesje,Posavska,2020-03-31,11.0,
pesje,Posavska,2020-04-30,9.0,
pesje,Posavska,2020-05-31,29.0,
pesje,Posavska,2020-06-30,7.0,
pesje,Posavska,2020-07-31,14.0,
pesje,Posavska,2020-08-31,7.0,
pesje,Posavska,2020-09-30,25.0,
pesje,Posavska,2020-10-31,11.0,
pesje,Posavska,2020-11-30,12.0,
pesje,Posavska,2020-12-31,23.0,
pesje,Posavska,2021-01-31,9.0,
pesje,Posavska,2021-02-28,14.0,
pesje,Posavska,2021-03-31,3.0,
pesje,Posavska,2021-04-30,12.0,
pesje,Posavska,2021-05-31,12.0,
pesje,Posavska,2021-06-30,41.0,
pesje,Posavska,2021-07-31,9.0,
pesje,Posavska,2021-08-31,10.0,
pesje,Posavska,2021-09-30,41.0,
pesje,Posavska,2021-10-31,17.0,
pesje,Posavska,2021-11-30,10.0,
pesje,Posavska,2021-12-31,20.0,
pesje,Posavska,2022-01-31,8.0,
pesje,Posavska,2022-02-28,7.0,
pesje,Posavska,2022-03-31,20.0,
pesje,Posavska,2022-04-30,9.0,
pesje,Posavska,2022-05-31,12.0,
pesje,Posavska,2022-06-30,24.0,
pesje,Posavska,2022-07-31,12.0,
pesje,Posavska,2022-08-31,15.0,
pesje,Posavska,2022-09-30,11.0,
pesje,Posavska,2022-10-31,13.0,
pesje,Posavska,2022-11-30,10.0,
pesje,Posavska,2022-12-31,13.0,
pesje,Posavska,2023-01-31,10,
pesje,Posavska,2023-02-28,12,
pesje,Posavska,2023-03-31,16,
pesje,Posavska,2023-04-30,10,
pesje,Posavska,2023-05-31,14,
pesje,Posavska,2023-06-30,11,
pesje,Posavska,2023-07-31,11,
pesje,Posavska,2023-08-31,22,
pesje,Posavska,2023-09-30,32,
pesje,Posavska,2023-10-31,25,
pesje,Posavska,2023-11-30,106,
pesje,Posavska,2023-12-31,16,
ravenska vas,Zasavska,1997-01-31,2578.0,
ravenska vas,Zasavska,1997-02-28,1239,
ravenska vas,Zasavska,1997-03-31,1279,
ravenska vas,Zasavska,1997-04-30,1059,
ravenska vas,Zasavska,1997-05-31,898,
ravenska vas,Zasavska,1997-06-30,950.0,
ravenska vas,Zasavska,1997-07-31,2018.0,
ravenska vas,Zasavska,1997-08-31,1262.0,
ravenska vas,Zasavska,1997-09-30,1922.0,
ravenska vas,Zasavska,1997-10-31,732.0,
ravenska vas,Zasavska,1997-11-30,1373.0,
ravenska vas,Zasavska,1997-12-31,688.0,
ravenska vas,Zasavska,1998-01-31,1388.0,
ravenska vas,Zasavska,1998-02-28,1846.0,
ravenska vas,Zasavska,1998-03-31,1063.0,
ravenska vas,Zasavska,1998-04-30,672.0,
ravenska vas,Zasavska,1998-05-31,1147.0,
ravenska vas,Zasavska,1998-06-30,1059.0,
ravenska vas,Zasavska,1998-07-31,1192.0,
ravenska vas,Zasavska,1998-08-31,1619.0,
ravenska vas,Zasavska,1998-09-30,775.0,
ravenska vas,Zasavska,1998-10-31,1288.0,
ravenska vas,Zasavska,1998-11-30,1220.0,
ravenska vas,Zasavska,1998-12-31,800.0,
ravenska vas,Zasavska,1999-01-31,2147.0,
ravenska vas,Zasavska,1999-02-28,509.0,
ravenska vas,Zasavska,1999-03-31,1501.0,
ravenska vas,Zasavska,1999-04-30,749.0,
ravenska vas,Zasavska,1999-05-31,725.0,
ravenska vas,Zasavska,1999-06-30,478.0,
ravenska vas,Zasavska,1999-07-31,377.0,
ravenska vas,Zasavska,1999-08-31,1354.0,
ravenska vas,Zasavska,1999-09-30,1274.0,
ravenska vas,Zasavska,1999-10-31,682.0,
ravenska vas,Zasavska,1999-11-30,405.0,
