Postaja,Regija,Leto,Mesec,NO2
dobovec,Zasavska,2013,Avg,10.0
sv. mohor,Savinjska,2013,Avg,4.0
lj center,Osrednjeslovenska,2013,Avg,38.0
vnajnarje,Osrednjeslovenska,2013,Avg,4.0
zelena trava,Zasavska,2013,Avg,23.0
amp gaji,Savinjska,2013,Avg,13.0
lj bezigrad,Osrednjeslovenska,2013,Sep,22.0
maribor center,Podravska,2013,Sep,29.0
celje,Savinjska,2013,Sep,24.0
ms rakican,Pomurska,2013,Sep,11.0
nova gorica,Goriška,2013,Sep,19.0
trbovlje,Zasavska,2013,Sep,10.0
zagorje,Zasavska,2013,Sep,21.0
koper,Obalno-kraška,2013,Sep,15.0
mb vrbanski plato,Podravska,2013,Sep,6.0
zavodnje,Savinjska,2013,Sep,6.0
skale,Savinjska,2013,Sep,5.0
kovk,Zasavska,2013,Sep,9.0
dobovec,Zasavska,2013,Sep,23.0
sv. mohor,Savinjska,2013,Sep,5.0
lj center,Osrednjeslovenska,2013,Sep,39.0
vnajnarje,Osrednjeslovenska,2013,Sep,6.0
zelena trava,Zasavska,2013,Sep,21.0
amp gaji,Savinjska,2013,Sep,13.0
lj bezigrad,Osrednjeslovenska,2013,Okt,25.0
maribor center,Podravska,2013,Okt,34.0
celje,Savinjska,2013,Okt,27.0
ms rakican,Pomurska,2013,Okt,8.0
nova gorica,Goriška,2013,Okt,21.0
trbovlje,Zasavska,2013,Okt,18.0
zagorje,Zasavska,2013,Okt,23.0
koper,Obalno-kraška,2013,Okt,16.0
mb vrbanski plato,Podravska,2013,Okt,11.0
zavodnje,Savinjska,2013,Okt,8.0
skale,Savinjska,2013,Okt,10.0
kovk,Zasavska,2013,Okt,17.0
dobovec,Zasavska,2013,Okt,26.0
sv. mohor,Savinjska,2013,Okt,6.0
lj center,Osrednjeslovenska,2013,Okt,41.0
vnajnarje,Osrednjeslovenska,2013,Okt,8.0
zelena trava,Zasavska,2013,Okt,16.0
amp gaji,Savinjska,2013,Okt,13.0
lj bezigrad,Osrednjeslovenska,2013,Nov,29.0
maribor center,Podravska,2013,Nov,29.0
celje,Savinjska,2013,Nov,30.0
ms rakican,Pomurska,2013,Nov,12.0
nova gorica,Goriška,2013,Nov,25.0
trbovlje,Zasavska,2013,Nov,20.0
zagorje,Zasavska,2013,Nov,26.0
koper,Obalno-kraška,2013,Nov,23.0
mb vrbanski plato,Podravska,2013,Nov,18.0
zavodnje,Savinjska,2013,Nov,9.0
skale,Savinjska,2013,Nov,8.0
kovk,Zasavska,2013,Nov,19.0
dobovec,Zasavska,2013,Nov,35.0
sv. mohor,Savinjska,2013,Nov,8.0
lj center,Osrednjeslovenska,2013,Nov,35.0
vnajnarje,Osrednjeslovenska,2013,Nov,9.0
zelena trava,Zasavska,2013,Nov,17.0
amp gaji,Savinjska,2013,Nov,14.0
lj bezigrad,Osrednjeslovenska,2013,Dec,48.0
maribor center,Podravska,2013,Dec,40.0
celje,Savinjska,2013,Dec,38.0
ms rakican,Pomurska,2013,Dec,21.0
nova gorica,Goriška,2013,Dec,40.0
trbovlje,Zasavska,2013,Dec,29.0
zagorje,Zasavska,2013,Dec,35.0
koper,Obalno-kraška,2013,Dec,38.0
mb vrbanski plato,Podravska,2013,Dec,28.0
zavodnje,Savinjska,2013,Dec,16.0
skale,Savinjska,2013,Dec,13.0
kovk,Zasavska,2013,Dec,31.0
dobovec,Zasavska,2013,Dec,34.0
sv. mohor,Savinjska,2013,Dec,14.0
lj center,Osrednjeslovenska,2013,Dec,48.0
vnajnarje,Osrednjeslovenska,2013,Dec,16.0
zelena trava,Zasavska,2013,Dec,22.0
amp gaji,Savinjska,2013,Dec,28.0
ljubljana bezigrad,Osrednjeslovenska,2014,Jan,32.0
maribor,Podravska,2014,Jan,40.0
celje,Savinjska,2014,Jan,32.0
murska sobota-rakican,Pomurska,2014,Jan,18.0
nova gorica,Goriška,2014,Jan,29.0
trbovlje,Zasavska,2014,Jan,20.0
zagorje,Zasavska,2014,Jan,28.0
koper,Obalno-kraška,2014,Jan,26.0
vrbanski plato,Podravska,2014,Jan,24.0
vnajnarje,Osrednjeslovenska,2014,Jan,11.0
zavodnje,Savinjska,2014,Jan,14.0
skale,Savinjska,2014,Jan,13.0
kovk,Zasavska,2014,Jan,14.0
dobovec,Zasavska,2014,Jan,34.0
sv. mohor,Savinjska,2014,Jan,12.0
lj center,Osrednjeslovenska,2014,Jan,38.0
amp gaji,Savinjska,2014,Jan,26.0
zelena trava,Zasavska,2014,Jan,13.0
ljubljana bezigrad,Osrednjeslovenska,2014,Feb,40.0
maribor,Podravska,2014,Feb,36.0
celje,Savinjska,2014,Feb,35.0
murska sobota-rakican,Pomurska,2014,Feb,17.0
nova gorica,Goriška,2014,Feb,29.0
trbovlje,Zasavska,2014,Feb,22.0
zagorje,Zasavska,2014,Feb,30.0
koper,Obalno-kraška,2014,Feb,15.0
vrbanski plato,Podravska,2014,Feb,20.0
vnajnarje,Osrednjeslovenska,2014,Feb,10.0
zavodnje,Savinjska,2014,Feb,5.0
skale,Savinjska,2014,Feb,11.0
kovk,Zasavska,2014,Feb,10.0
dobovec,Zasavska,2014,Feb,25.0
sv. mohor,Savinjska,2014,Feb,9.0
lj center,Osrednjeslovenska,2014,Feb,48.0
amp gaji,Savinjska,2014,Feb,30.0
zelena trava,Zasavska,2014,Feb,13.0
ljubljana bezigrad,Osrednjeslovenska,2014,Mar,37.0
maribor,Podravska,2014,Mar,31.0
celje,Savinjska,2014,Mar,37.0
murska sobota-rakican,Pomurska,2014,Mar,14.0
nova gorica,Goriška,2014,Mar,26.0
trbovlje,Zasavska,2014,Mar,21.0
zagorje,Zasavska,2014,Mar,29.0
koper,Obalno-kraška,2014,Mar,19.0
vrbanski plato,Podravska,2014,Mar,13.0
vnajnarje,Osrednjeslovenska,2014,Mar,9.0
zavodnje,Savinjska,2014,Mar,9.0
skale,Savinjska,2014,Mar,7.0
kovk,Zasavska,2014,Mar,9.0
dobovec,Zasavska,2014,Mar,19.0
sv. mohor,Savinjska,2014,Mar,9.0
lj center,Osrednjeslovenska,2014,Mar,47.0
amp gaji,Savinjska,2014,Mar,29.0
zelena trava,Zasavska,2014,Mar,12.0
ljubljana bezigrad,Osrednjeslovenska,2014,Apr,27.0
maribor,Podravska,2014,Apr,27.0
celje,Savinjska,2014,Apr,26.0
murska sobota-rakican,Pomurska,2014,Apr,11.0
nova gorica,Goriška,2014,Apr,23.0
trbovlje,Zasavska,2014,Apr,17.0
zagorje,Zasavska,2014,Apr,21.0
koper,Obalno-kraška,2014,Apr,18.0
vrbanski plato,Podravska,2014,Apr,10.0
vnajnarje,Osrednjeslovenska,2014,Apr,7.0
zavodnje,Savinjska,2014,Apr,5.0
skale,Savinjska,2014,Apr,5.0
kovk,Zasavska,2014,Apr,6.0
dobovec,Zasavska,2014,Apr,22.0
sv. mohor,Savinjska,2014,Apr,5.0
lj center,Osrednjeslovenska,2014,Apr,40.0
amp gaji,Savinjska,2014,Apr,21.0
zelena trava,Zasavska,2014,Apr,9.0
ljubljana bezigrad,Osrednjeslovenska,2014,Maj,16.0
maribor,Podravska,2014,Maj,28.0
celje,Savinjska,2014,Maj,22.0
murska sobota-rakican,Pomurska,2014,Maj,8.0
nova gorica,Goriška,2014,Maj,17.0
trbovlje,Zasavska,2014,Maj,12.0
zagorje,Zasavska,2014,Maj,13.0
koper,Obalno-kraška,2014,Maj,14.0
vrbanski plato,Podravska,2014,Maj,8.0
vnajnarje,Osrednjeslovenska,2014,Maj,5.0
zavodnje,Savinjska,2014,Maj,4.0
skale,Savinjska,2014,Maj,5.0
kovk,Zasavska,2014,Maj,5.0
dobovec,Zasavska,2014,Maj,13.0
sv. mohor,Savinjska,2014,Maj,4.0
lj center,Osrednjeslovenska,2014,Maj,34.0
amp gaji,Savinjska,2014,Maj,17.0
zelena trava,Zasavska,2014,Maj,7.0
ljubljana bezigrad,Osrednjeslovenska,2014,Jun,18.0
maribor,Podravska,2014,Jun,30.0
celje,Savinjska,2014,Jun,24.0
murska sobota-rakican,Pomurska,2014,Jun,8.0
nova gorica,Goriška,2014,Jun,15.0
trbovlje,Zasavska,2014,Jun,14.0
zagorje,Zasavska,2014,Jun,12.0
koper,Obalno-kraška,2014,Jun,14.0
vrbanski plato,Podravska,2014,Jun,7.0
vnajnarje,Osrednjeslovenska,2014,Jun,6.0
zavodnje,Savinjska,2014,Jun,5.0
skale,Savinjska,2014,Jun,5.0
kovk,Zasavska,2014,Jun,5.0
dobovec,Zasavska,2014,Jun,11.0
sv. mohor,Savinjska,2014,Jun,6.0
lj center,Osrednjeslovenska,2014,Jun,35.0
amp gaji,Savinjska,2014,Jun,17.0
zelena trava,Zasavska,2014,Jun,10.0
ljubljana bezigrad,Osrednjeslovenska,2014,Jul,19.0
maribor,Podravska,2014,Jul,23.0
celje,Savinjska,2014,Jul,22.0
murska sobota-rakican,Pomurska,2014,Jul,7.0
nova gorica,Goriška,2014,Jul,16.0
trbovlje,Zasavska,2014,Jul,14.0
zagorje,Zasavska,2014,Jul,15.0
koper,Obalno-kraška,2014,Jul,14.0
vrbanski plato,Podravska,2014,Jul,7.0
vnajnarje,Osrednjeslovenska,2014,Jul,7.0
zavodnje,Savinjska,2014,Jul,5.0
skale,Savinjska,2014,Jul,3.0
kovk,Zasavska,2014,Jul,9.0
dobovec,Zasavska,2014,Jul,10.0
sv. mohor,Savinjska,2014,Jul,6.0
lj center,Osrednjeslovenska,2014,Jul,33.0
amp gaji,Savinjska,2014,Jul,14.0
zelena trava,Zasavska,2014,Jul,15.0
ljubljana bezigrad,Osrednjeslovenska,2014,Avg,16.0
maribor,Podravska,2014,Avg,23.0
celje,Savinjska,2014,Avg,21.0
murska sobota-rakican,Pomurska,2014,Avg,6.0
nova gorica,Goriška,2014,Avg,15.0
trbovlje,Zasavska,2014,Avg,11.0
zagorje,Zasavska,2014,Avg,12.0
koper,Obalno-kraška,2014,Avg,11.0
vrbanski plato,Podravska,2014,Avg,7.0
vnajnarje,Osrednjeslovenska,2014,Avg,4.0
zavodnje,Savinjska,2014,Avg,6.0
skale,Savinjska,2014,Avg,5.0
kovk,Zasavska,2014,Avg,5.0
dobovec,Zasavska,2014,Avg,6.0
sv. mohor,Savinjska,2014,Avg,5.0
lj center,Osrednjeslovenska,2014,Avg,34.0
amp gaji,Savinjska,2014,Avg,15.0
zelena trava,Zasavska,2014,Avg,9.0
ljubljana bezigrad,Osrednjeslovenska,2014,Sep,24.0
maribor,Podravska,2014,Sep,25.0
celje,Savinjska,2014,Sep,25.0
murska sobota-rakican,Pomurska,2014,Sep,10.0
nova gorica,Goriška,2014,Sep,16.0
trbovlje,Zasavska,2014,Sep,14.0
zagorje,Zasavska,2014,Sep,16.0
koper,Obalno-kraška,2014,Sep,16.0
vrbanski plato,Podravska,2014,Sep,8.0
vnajnarje,Osrednjeslovenska,2014,Sep,5.0
zavodnje,Savinjska,2014,Sep,5.0
skale,Savinjska,2014,Sep,4.0
kovk,Zasavska,2014,Sep,6.0
dobovec,Zasavska,2014,Sep,4.0
sv. mohor,Savinjska,2014,Sep,6.0
lj center,Osrednjeslovenska,2014,Sep,40.0
amp gaji,Savinjska,2014,Sep,20.0
zelena trava,Zasavska,2014,Sep,11.0
ljubljana bezigrad,Osrednjeslovenska,2014,Okt,29.0
maribor,Podravska,2014,Okt,32.0
celje,Savinjska,2014,Okt,28.0
murska sobota-rakican,Pomurska,2014,Okt,15.0
nova gorica,Goriška,2014,Okt,16.0
trbovlje,Zasavska,2014,Okt,18.0
zagorje,Zasavska,2014,Okt,19.0
koper,Obalno-kraška,2014,Okt,13.0
vrbanski plato,Podravska,2014,Okt,12.0
vnajnarje,Osrednjeslovenska,2014,Okt,5.0
zavodnje,Savinjska,2014,Okt,8.0
skale,Savinjska,2014,Okt,9.0
kovk,Zasavska,2014,Okt,7.0
dobovec,Zasavska,2014,Okt,4.0
sv. mohor,Savinjska,2014,Okt,6.0
lj center,Osrednjeslovenska,2014,Okt,42.0
amp gaji,Savinjska,2014,Okt,23.0
zelena trava,Zasavska,2014,Okt,15.0
ljubljana bezigrad,Osrednjeslovenska,2014,Nov,27.0
maribor,Podravska,2014,Nov,32.0
celje,Savinjska,2014,Nov,32.0
murska sobota-rakican,Pomurska,2014,Nov,12.0
nova gorica,Goriška,2014,Nov,15.0
trbovlje,Zasavska,2014,Nov,21.0
zagorje,Zasavska,2014,Nov,20.0
koper,Obalno-kraška,2014,Nov,19.0
vrbanski plato,Podravska,2014,Nov,19.0
vnajnarje,Osrednjeslovenska,2014,Nov,8.0
zavodnje,Savinjska,2014,Nov,8.0
skale,Savinjska,2014,Nov,10.0
kovk,Zasavska,2014,Nov,10.0
dobovec,Zasavska,2014,Nov,5.0
sv. mohor,Savinjska,2014,Nov,10.0
lj center,Osrednjeslovenska,2014,Nov,40.0
amp gaji,Savinjska,2014,Nov,24.0
zelena trava,Zasavska,2014,Nov,14.0
ljubljana bezigrad,Osrednjeslovenska,2014,Dec,31.0
maribor,Podravska,2014,Dec,35.0
celje,Savinjska,2014,Dec,35.0
murska sobota-rakican,Pomurska,2014,Dec,16.0
nova gorica,Goriška,2014,Dec,12.0
trbovlje,Zasavska,2014,Dec,21.0
zagorje,Zasavska,2014,Dec,24.0
koper,Obalno-kraška,2014,Dec,25.0
vrbanski plato,Podravska,2014,Dec,19.0
vnajnarje,Osrednjeslovenska,2014,Dec,9.0
zavodnje,Savinjska,2014,Dec,11.0
skale,Savinjska,2014,Dec,11.0
kovk,Zasavska,2014,Dec,10.0
dobovec,Zasavska,2014,Dec,4.0
sv. mohor,Savinjska,2014,Dec,11.0
lj center,Osrednjeslovenska,2014,Dec,45.0
amp gaji,Savinjska,2014,Dec,35.0
zelena trava,Zasavska,2014,Dec,14.0
lj bezigrad,Osrednjeslovenska,2015,Jan,41.0
maribor,Podravska,2015,Jan,40.0
celje,Savinjska,2015,Jan,40.0
ms rakican,Pomurska,2015,Jan,20.0
nova gorica,Goriška,2015,Jan,29.0
trbovlje,Zasavska,2015,Jan,23.0
zagorje,Zasavska,2015,Jan,37.0
koper,Obalno-kraška,2015,Jan,25.0
iskrba,Jugovzhodna Slovenija,2015,Jan,12.0
vnajnarje,Osrednjeslovenska,2015,Jan,10.0
zavodnje,Savinjska,2015,Jan,11.0
skale,Savinjska,2015,Jan,13.0
kovk,Zasavska,2015,Jan,12.0
dobovec,Zasavska,2015,Jan,5.0
sv. mohor,Savinjska,2015,Jan,11.0
lj center,Osrednjeslovenska,2015,Jan,49.0
amp gaji,Savinjska,2015,Jan,43.0
zelena trava,Zasavska,2015,Jan,10.0
lj bezigrad,Osrednjeslovenska,2015,Feb,43.0
maribor,Podravska,2015,Feb,39.0
celje,Savinjska,2015,Feb,39.0
ms rakican,Pomurska,2015,Feb,18.0
nova gorica,Goriška,2015,Feb,19.0
trbovlje,Zasavska,2015,Feb,27.0
zagorje,Zasavska,2015,Feb,43.0
koper,Obalno-kraška,2015,Feb,18.0
iskrba,Jugovzhodna Slovenija,2015,Feb,12.0
vnajnarje,Osrednjeslovenska,2015,Feb,10.0
zavodnje,Savinjska,2015,Feb,10.0
skale,Savinjska,2015,Feb,10.0
kovk,Zasavska,2015,Feb,13.0
dobovec,Zasavska,2015,Feb,4.0
sv. mohor,Savinjska,2015,Feb,11.0
lj center,Osrednjeslovenska,2015,Feb,47.0
amp gaji,Savinjska,2015,Feb,35.0
zelena trava,Zasavska,2015,Feb,14.0
lj bezigrad,Osrednjeslovenska,2015,Mar,32.0
maribor,Podravska,2015,Mar,37.0
celje,Savinjska,2015,Mar,33.0
ms rakican,Pomurska,2015,Mar,14.0
nova gorica,Goriška,2015,Mar,24.0
trbovlje,Zasavska,2015,Mar,19.0
zagorje,Zasavska,2015,Mar,34.0
koper,Obalno-kraška,2015,Mar,15.0
iskrba,Jugovzhodna Slovenija,2015,Mar,7.0
vnajnarje,Osrednjeslovenska,2015,Mar,6.0
zavodnje,Savinjska,2015,Mar,10.0
skale,Savinjska,2015,Mar,8.0
kovk,Zasavska,2015,Mar,10.0
dobovec,Zasavska,2015,Mar,4.0
sv. mohor,Savinjska,2015,Mar,9.0
lj center,Osrednjeslovenska,2015,Mar,44.0
amp gaji,Savinjska,2015,Mar,26.0
zelena trava,Zasavska,2015,Mar,21.0
lj bezigrad,Osrednjeslovenska,2015,Apr,22.0
maribor,Podravska,2015,Apr,32.0
celje,Savinjska,2015,Apr,25.0
ms rakican,Pomurska,2015,Apr,11.0
nova gorica,Goriška,2015,Apr,23.0
trbovlje,Zasavska,2015,Apr,17.0
zagorje,Zasavska,2015,Apr,24.0
koper,Obalno-kraška,2015,Apr,14.0
iskrba,Jugovzhodna Slovenija,2015,Apr,6.0
vnajnarje,Osrednjeslovenska,2015,Apr,5.0
zavodnje,Savinjska,2015,Apr,5.0
skale,Savinjska,2015,Apr,4.0
kovk,Zasavska,2015,Apr,6.0
dobovec,Zasavska,2015,Apr,3.0
sv. mohor,Savinjska,2015,Apr,5.0
lj center,Osrednjeslovenska,2015,Apr,36.0
amp gaji,Savinjska,2015,Apr,20.0
zelena trava,Zasavska,2015,Apr,16.0
lj bezigrad,Osrednjeslovenska,2015,Maj,18.0
maribor,Podravska,2015,Maj,29.0
celje,Savinjska,2015,Maj,23.0
ms rakican,Pomurska,2015,Maj,8.0
nova gorica,Goriška,2015,Maj,17.0
trbovlje,Zasavska,2015,Maj,13.0
zagorje,Zasavska,2015,Maj,19.0
koper,Obalno-kraška,2015,Maj,11.0
iskrba,Jugovzhodna Slovenija,2015,Maj,5.0
vnajnarje,Osrednjeslovenska,2015,Maj,4.0
zavodnje,Savinjska,2015,Maj,5.0
skale,Savinjska,2015,Maj,4.0
kovk,Zasavska,2015,Maj,6.0
dobovec,Zasavska,2015,Maj,2.0
sv. mohor,Savinjska,2015,Maj,4.0
lj center,Osrednjeslovenska,2015,Maj,34.0
amp gaji,Savinjska,2015,Maj,19.0
zelena trava,Zasavska,2015,Maj,15.0
lj bezigrad,Osrednjeslovenska,2015,Jun,18.0
maribor,Podravska,2015,Jun,27.0
celje,Savinjska,2015,Jun,24.0
ms rakican,Pomurska,2015,Jun,10.0
nova gorica,Goriška,2015,Jun,15.0
trbovlje,Zasavska,2015,Jun,13.0
zagorje,Zasavska,2015,Jun,18.0
koper,Obalno-kraška,2015,Jun,13.0
iskrba,Jugovzhodna Slovenija,2015,Jun,4.0
vnajnarje,Osrednjeslovenska,2015,Jun,6.0
zavodnje,Savinjska,2015,Jun,4.0
skale,Savinjska,2015,Jun,4.0
kovk,Zasavska,2015,Jun,5.0
dobovec,Zasavska,2015,Jun,2.0
sv. mohor,Savinjska,2015,Jun,1.0
lj center,Osrednjeslovenska,2015,Jun,32.0
amp gaji,Savinjska,2015,Jun,17.0
zelena trava,Zasavska,2015,Jun,14.0
lj bezigrad,Osrednjeslovenska,2015,Jul,20.0
maribor,Podravska,2015,Jul,26.0
celje,Savinjska,2015,Jul,18.0
ms rakican,Pomurska,2015,Jul,9.0
nova gorica,Goriška,2015,Jul,16.0
trbovlje,Zasavska,2015,Jul,13.0
zagorje,Zasavska,2015,Jul,17.0
koper,Obalno-kraška,2015,Jul,14.0
iskrba,Jugovzhodna Slovenija,2015,Jul,5.0
vnajnarje,Osrednjeslovenska,2015,Jul,6.0
zavodnje,Savinjska,2015,Jul,6.0
skale,Savinjska,2015,Jul,6.0
kovk,Zasavska,2015,Jul,4.0
dobovec,Zasavska,2015,Jul,1.0
sv. mohor,Savinjska,2015,Jul,2.0
lj center,Osrednjeslovenska,2015,Jul,30.0
amp gaji,Savinjska,2015,Jul,17.0
zelena trava,Zasavska,2015,Jul,18.0
lj bezigrad,Osrednjeslovenska,2015,Avg,23.0
maribor,Podravska,2015,Avg,28.0
celje,Savinjska,2015,Avg,18.0
ms rakican,Pomurska,2015,Avg,9.0
nova gorica,Goriška,2015,Avg,16.0
trbovlje,Zasavska,2015,Avg,13.0
zagorje,Zasavska,2015,Avg,15.0
koper,Obalno-kraška,2015,Avg,13.0
iskrba,Jugovzhodna Slovenija,2015,Avg,7.0
vnajnarje,Osrednjeslovenska,2015,Avg,7.0
zavodnje,Savinjska,2015,Avg,4.0
skale,Savinjska,2015,Avg,5.0
kovk,Zasavska,2015,Avg,4.0
dobovec,Zasavska,2015,Avg,1.0
sv. mohor,Savinjska,2015,Avg,1.0
lj center,Osrednjeslovenska,2015,Avg,31.0
amp gaji,Savinjska,2015,Avg,4.0
zelena trava,Zasavska,2015,Avg,21.0
lj bezigrad,Osrednjeslovenska,2015,Sep,26.0
maribor,Podravska,2015,Sep,29.0
celje,Savinjska,2015,Sep,21.0
ms rakican,Pomurska,2015,Sep,9.0
nova gorica,Goriška,2015,Sep,15.0
trbovlje,Zasavska,2015,Sep,14.0
zagorje,Zasavska,2015,Sep,18.0
koper,Obalno-kraška,2015,Sep,11.0
iskrba,Jugovzhodna Slovenija,2015,Sep,4.0
vnajnarje,Osrednjeslovenska,2015,Sep,9.0
zavodnje,Savinjska,2015,Sep,3.0
skale,Savinjska,2015,Sep,3.0
kovk,Zasavska,2015,Sep,4.0
dobovec,Zasavska,2015,Sep,1.0
sv. mohor,Savinjska,2015,Sep,3.0
lj center,Osrednjeslovenska,2015,Sep,28.0
amp gaji,Savinjska,2015,Sep,14.0
zelena trava,Zasavska,2015,Sep,19.0
lj bezigrad,Osrednjeslovenska,2015,Okt,30.0
maribor,Podravska,2015,Okt,29.0
celje,Savinjska,2015,Okt,24.0
ms rakican,Pomurska,2015,Okt,11.0
nova gorica,Goriška,2015,Okt,23.0
trbovlje,Zasavska,2015,Okt,18.0
zagorje,Zasavska,2015,Okt,20.0
koper,Obalno-kraška,2015,Okt,13.0
iskrba,Jugovzhodna Slovenija,2015,Okt,8.0
vnajnarje,Osrednjeslovenska,2015,Okt,10.0
zavodnje,Savinjska,2015,Okt,5.0
skale,Savinjska,2015,Okt,6.0
kovk,Zasavska,2015,Okt,6.0
dobovec,Zasavska,2015,Okt,2.0
sv. mohor,Savinjska,2015,Okt,6.0
lj center,Osrednjeslovenska,2015,Okt,37.0
amp gaji,Savinjska,2015,Okt,16.0
zelena trava,Zasavska,2015,Okt,21.0
lj bezigrad,Osrednjeslovenska,2015,Nov,41.0
maribor,Podravska,2015,Nov,29.0
celje,Savinjska,2015,Nov,32.0
ms rakican,Pomurska,2015,Nov,18.0
nova gorica,Goriška,2015,Nov,32.0
trbovlje,Zasavska,2015,Nov,26.0
zagorje,Zasavska,2015,Nov,29.0
koper,Obalno-kraška,2015,Nov,23.0
iskrba,Jugovzhodna Slovenija,2015,Nov,7.0
vnajnarje,Osrednjeslovenska,2015,Nov,18.0
zavodnje,Savinjska,2015,Nov,8.0
skale,Savinjska,2015,Nov,9.0
kovk,Zasavska,2015,Nov,10.0
dobovec,Zasavska,2015,Nov,3.0
sv. mohor,Savinjska,2015,Nov,10.0
lj center,Osrednjeslovenska,2015,Nov,34.0
amp gaji,Savinjska,2015,Nov,27.0
zelena trava,Zasavska,2015,Nov,27.0
lj bezigrad,Osrednjeslovenska,2015,Dec,44.0
maribor,Podravska,2015,Dec,24.0
celje,Savinjska,2015,Dec,37.0
ms rakican,Pomurska,2015,Dec,20.0
nova gorica,Goriška,2015,Dec,36.0
trbovlje,Zasavska,2015,Dec,26.0
zagorje,Zasavska,2015,Dec,33.0
koper,Obalno-kraška,2015,Dec,33.0
iskrba,Jugovzhodna Slovenija,2015,Dec,20.0
vnajnarje,Osrednjeslovenska,2015,Dec,18.0
zavodnje,Savinjska,2015,Dec,12.0
skale,Savinjska,2015,Dec,22.0
kovk,Zasavska,2015,Dec,13.0
dobovec,Zasavska,2015,Dec,2.0
sv. mohor,Savinjska,2015,Dec,15.0
lj center,Osrednjeslovenska,2015,Dec,
amp gaji,Savinjska,2015,Dec,30.0
zelena trava,Zasavska,2015,Dec,27.0
lj bezigrad,Osrednjeslovenska,2016,Jan,51.0
maribor,Podravska,2016,Jan,29.0
celje,Savinjska,2016,Jan,43.0
ms rakican,Pomurska,2016,Jan,20.0
nova gorica,Goriška,2016,Jan,34.0
trbovlje,Zasavska,2016,Jan,29.0
zagorje,Zasavska,2016,Jan,36.0
koper,Obalno-kraška,2016,Jan,31.0
iskrba,Jugovzhodna Slovenija,2016,Jan,3.0
vnajnarje,Osrednjeslovenska,2016,Jan,14.0
zavodnje,Savinjska,2016,Jan,8.0
skale,Savinjska,2016,Jan,21.0
kovk,Zasavska,2016,Jan,14.0
dobovec,Zasavska,2016,Jan,3.0
sv. mohor,Savinjska,2016,Jan,15.0
lj center,Osrednjeslovenska,2016,Jan,40.0
amp gaji,Savinjska,2016,Jan,28.0
zelena trava,Zasavska,2016,Jan,28.0
lj bezigrad,Osrednjeslovenska,2016,Feb,33.0
maribor,Podravska,2016,Feb,35.0
celje,Savinjska,2016,Feb,29.0
ms rakican,Pomurska,2016,Feb,14.0
nova gorica,Goriška,2016,Feb,25.0
trbovlje,Zasavska,2016,Feb,21.0
zagorje,Zasavska,2016,Feb,29.0
koper,Obalno-kraška,2016,Feb,23.0
iskrba,Jugovzhodna Slovenija,2016,Feb,2.0
vnajnarje,Osrednjeslovenska,2016,Feb,8.0
zavodnje,Savinjska,2016,Feb,4.0
skale,Savinjska,2016,Feb,11.0
kovk,Zasavska,2016,Feb,8.0
dobovec,Zasavska,2016,Feb,2.0
sv. mohor,Savinjska,2016,Feb,7.0
lj center,Osrednjeslovenska,2016,Feb,34.0
amp gaji,Savinjska,2016,Feb,13.0
zelena trava,Zasavska,2016,Feb,13.0
lj bezigrad,Osrednjeslovenska,2016,Mar,28.0
maribor,Podravska,2016,Mar,29.0
celje,Savinjska,2016,Mar,27.0
ms rakican,Pomurska,2016,Mar,7.0
nova gorica,Goriška,2016,Mar,20.0
trbovlje,Zasavska,2016,Mar,19.0
zagorje,Zasavska,2016,Mar,28.0
koper,Obalno-kraška,2016,Mar,16.0
iskrba,Jugovzhodna Slovenija,2016,Mar,3.0
vnajnarje,Osrednjeslovenska,2016,Mar,9.0
zavodnje,Savinjska,2016,Mar,5.0
skale,Savinjska,2016,Mar,10.0
kovk,Zasavska,2016,Mar,8.0
dobovec,Zasavska,2016,Mar,2.0
sv. mohor,Savinjska,2016,Mar,5.0
lj center,Osrednjeslovenska,2016,Mar,35.0
amp gaji,Savinjska,2016,Mar,14.0
zelena trava,Zasavska,2016,Mar,12.0
lj bezigrad,Osrednjeslovenska,2016,Apr,22.0
maribor,Podravska,2016,Apr,21.0
celje,Savinjska,2016,Apr,21.0
ms rakican,Pomurska,2016,Apr,9.0
nova gorica,Goriška,2016,Apr,16.0
trbovlje,Zasavska,2016,Apr,16.0
zagorje,Zasavska,2016,Apr,23.0
koper,Obalno-kraška,2016,Apr,13.0
iskrba,Jugovzhodna Slovenija,2016,Apr,1.0
vnajnarje,Osrednjeslovenska,2016,Apr,7.0
zavodnje,Savinjska,2016,Apr,4.0
skale,Savinjska,2016,Apr,7.0
kovk,Zasavska,2016,Apr,5.0
dobovec,Zasavska,2016,Apr,1.0
sv. mohor,Savinjska,2016,Apr,2.0
lj center,Osrednjeslovenska,2016,Apr,30.0
amp gaji,Savinjska,2016,Apr,12.0
zelena trava,Zasavska,2016,Apr,6.0
lj bezigrad,Osrednjeslovenska,2016,Maj,21.0
maribor,Podravska,2016,Maj,20.0
celje,Savinjska,2016,Maj,18.0
ms rakican,Pomurska,2016,Maj,8.0
nova gorica,Goriška,2016,Maj,13.0
trbovlje,Zasavska,2016,Maj,14.0
zagorje,Zasavska,2016,Maj,21.0
koper,Obalno-kraška,2016,Maj,10.0
iskrba,Jugovzhodna Slovenija,2016,Maj,1.0
vnajnarje,Osrednjeslovenska,2016,Maj,6.0
zavodnje,Savinjska,2016,Maj,3.0
