Postaja,Regija,Leto,Mesec,NO2
ng grcna,Goriška,2021,Nov,29.0
deskle,Goriška,2021,Nov,8.0
trbovlje,Zasavska,2021,Nov,
zagorje,Zasavska,2021,Nov,20.0
novo mesto,Jugovzhodna Slovenija,2021,Nov,14.0
koper,Obalno-kraška,2021,Nov,16.0
iskrba,Jugovzhodna Slovenija,2021,Nov,2.0
sostanj,Savinjska,2021,Nov,14.0
zavodnje,Savinjska,2021,Nov,7.0
skale,Savinjska,2021,Nov,11.0
mobilna tes,Savinjska,2021,Nov,14.0
sv. mohor,Savinjska,2021,Nov,9.0
lj center,Osrednjeslovenska,2021,Nov,26.0
zadobrova,Osrednjeslovenska,2021,Nov,17.0
ce gaji,Savinjska,2021,Nov,17.0
mb tezno,Podravska,2021,Nov,25.0
lj bezigrad,Osrednjeslovenska,2021,Dec,40.0
lj celovska,Osrednjeslovenska,2021,Dec,50.0
mb titova,Podravska,2021,Dec,29.0
mb vrbanski,Podravska,2021,Dec,17.0
ce bolnica,Savinjska,2021,Dec,30.0
ms rakican,Pomurska,2021,Dec,19.0
ng grcna,Goriška,2021,Dec,37.0
deskle,Goriška,2021,Dec,11.0
trbovlje,Zasavska,2021,Dec,
zagorje,Zasavska,2021,Dec,23.0
novo mesto,Jugovzhodna Slovenija,2021,Dec,17.0
koper,Obalno-kraška,2021,Dec,24.0
iskrba,Jugovzhodna Slovenija,2021,Dec,2.0
sostanj,Savinjska,2021,Dec,17.0
zavodnje,Savinjska,2021,Dec,6.0
skale,Savinjska,2021,Dec,12.0
mobilna tes,Savinjska,2021,Dec,19.0
sv. mohor,Savinjska,2021,Dec,12.0
lj center,Osrednjeslovenska,2021,Dec,44.0
zadobrova,Osrednjeslovenska,2021,Dec,23.0
ce gaji,Savinjska,2021,Dec,24.0
mb tezno,Podravska,2021,Dec,35.0
lj bezigrad,Osrednjeslovenska,2022,Jan,42.0
lj celovska,Osrednjeslovenska,2022,Jan,49.0
mb titova,Podravska,2022,Jan,35.0
mb vrbanski,Podravska,2022,Jan,16.0
ce bolnica,Savinjska,2022,Jan,34.0
ms rakican,Pomurska,2022,Jan,17.0
ng grcna,Goriška,2022,Jan,37.0
zagorje,Zasavska,2022,Jan,28.0
novo mesto,Jugovzhodna Slovenija,2022,Jan,18.0
koper,Obalno-kraška,2022,Jan,24.0
iskrba,Jugovzhodna Slovenija,2022,Jan,2.0
sostanj,Savinjska,2022,Jan,15.0
zavodnje,Savinjska,2022,Jan,7.0
skale,Savinjska,2022,Jan,11.0
mobilna tes,Savinjska,2022,Jan,19.0
sv. mohor,Savinjska,2022,Jan,10.0
lj center,Osrednjeslovenska,2022,Jan,41.0
zadobrova,Osrednjeslovenska,2022,Jan,34.0
ce gaji,Savinjska,2022,Jan,30.0
mb tezno,Podravska,2022,Jan,49.0
lj bezigrad,Osrednjeslovenska,2022,Feb,31.0
lj celovska,Osrednjeslovenska,2022,Feb,36.0
mb titova,Podravska,2022,Feb,34.0
mb vrbanski,Podravska,2022,Feb,12.0
ce bolnica,Savinjska,2022,Feb,29.0
ms rakican,Pomurska,2022,Feb,12.0
ng grcna,Goriška,2022,Feb,33.0
zagorje,Zasavska,2022,Feb,24.0
novo mesto,Jugovzhodna Slovenija,2022,Feb,16.0
koper,Obalno-kraška,2022,Feb,24.0
iskrba,Jugovzhodna Slovenija,2022,Feb,2.0
sostanj,Savinjska,2022,Feb,12.0
zavodnje,Savinjska,2022,Feb,5.0
skale,Savinjska,2022,Feb,8.0
mobilna tes,Savinjska,2022,Feb,16.0
sv. mohor,Savinjska,2022,Feb,7.0
lj center,Osrednjeslovenska,2022,Feb,29.0
zadobrova,Osrednjeslovenska,2022,Feb,24.0
ce gaji,Savinjska,2022,Feb,28.0
mb tezno,Podravska,2022,Feb,28.0
lj bezigrad,Osrednjeslovenska,2022,Mar,28.0
lj celovska,Osrednjeslovenska,2022,Mar,38.0
mb titova,Podravska,2022,Mar,34.0
mb vrbanski,Podravska,2022,Mar,10.0
ce bolnica,Savinjska,2022,Mar,34.0
ms rakican,Pomurska,2022,Mar,13.0
ng grcna,Goriška,2022,Mar,35.0
zagorje,Zasavska,2022,Mar,27.0
novo mesto,Jugovzhodna Slovenija,2022,Mar,15.0
koper,Obalno-kraška,2022,Mar,20.0
iskrba,Jugovzhodna Slovenija,2022,Mar,2.0
sostanj,Savinjska,2022,Mar,13.0
zavodnje,Savinjska,2022,Mar,8.0
skale,Savinjska,2022,Mar,10.0
mobilna tes,Savinjska,2022,Mar,21.0
sv. mohor,Savinjska,2022,Mar,7.0
lj center,Osrednjeslovenska,2022,Mar,40.0
zadobrova,Osrednjeslovenska,2022,Mar,20.0
ce gaji,Savinjska,2022,Mar,27.0
mb tezno,Podravska,2022,Mar,31.0
lj bezigrad,Osrednjeslovenska,2022,Apr,15.0
lj celovska,Osrednjeslovenska,2022,Apr,25.0
mb titova,Podravska,2022,Apr,24.0
mb vrbanski,Podravska,2022,Apr,7.0
ce bolnica,Savinjska,2022,Apr,18.0
ms rakican,Pomurska,2022,Apr,7.0
ng grcna,Goriška,2022,Apr,20.0
zagorje,Zasavska,2022,Apr,16.0
novo mesto,Jugovzhodna Slovenija,2022,Apr,10.0
koper,Obalno-kraška,2022,Apr,12.0
iskrba,Jugovzhodna Slovenija,2022,Apr,1.0
sostanj,Savinjska,2022,Apr,7.0
zavodnje,Savinjska,2022,Apr,5.0
skale,Savinjska,2022,Apr,5.0
mobilna tes,Savinjska,2022,Apr,11.0
sv. mohor,Savinjska,2022,Apr,4.0
lj center,Osrednjeslovenska,2022,Apr,39.0
zadobrova,Osrednjeslovenska,2022,Apr,13.0
ce gaji,Savinjska,2022,Apr,16.0
mb tezno,Podravska,2022,Apr,17.0
lj bezigrad,Osrednjeslovenska,2022,Maj,12.0
lj celovska,Osrednjeslovenska,2022,Maj,23.0
mb titova,Podravska,2022,Maj,22.0
mb vrbanski,Podravska,2022,Maj,5.0
ce bolnica,Savinjska,2022,Maj,16.0
ms rakican,Pomurska,2022,Maj,6.0
ng grcna,Goriška,2022,Maj,17.0
zagorje,Zasavska,2022,Maj,14.0
novo mesto,Jugovzhodna Slovenija,2022,Maj,7.0
koper,Obalno-kraška,2022,Maj,12.0
iskrba,Jugovzhodna Slovenija,2022,Maj,1.0
sostanj,Savinjska,2022,Maj,7.0
zavodnje,Savinjska,2022,Maj,5.0
skale,Savinjska,2022,Maj,3.0
mobilna tes,Savinjska,2022,Maj,9.0
sv. mohor,Savinjska,2022,Maj,4.0
lj center,Osrednjeslovenska,2022,Maj,49.0
zadobrova,Osrednjeslovenska,2022,Maj,9.0
ce gaji,Savinjska,2022,Maj,14.0
mb tezno,Podravska,2022,Maj,13.0
lj bezigrad,Osrednjeslovenska,2022,Jun,12.0
lj celovska,Osrednjeslovenska,2022,Jun,22.0
mb titova,Podravska,2022,Jun,22.0
mb vrbanski,Podravska,2022,Jun,4.0
ce bolnica,Savinjska,2022,Jun,15.0
ms rakican,Pomurska,2022,Jun,4.0
ng grcna,Goriška,2022,Jun,17.0
zagorje,Zasavska,2022,Jun,12.0
novo mesto,Jugovzhodna Slovenija,2022,Jun,6.0
koper,Obalno-kraška,2022,Jun,11.0
iskrba,Jugovzhodna Slovenija,2022,Jun,1.0
sostanj,Savinjska,2022,Jun,6.0
zavodnje,Savinjska,2022,Jun,4.0
skale,Savinjska,2022,Jun,3.0
mobilna tes,Savinjska,2022,Jun,7.0
sv. mohor,Savinjska,2022,Jun,3.0
lj center,Osrednjeslovenska,2022,Jun,37.0
zadobrova,Osrednjeslovenska,2022,Jun,9.0
ce gaji,Savinjska,2022,Jun,12.0
mb tezno,Podravska,2022,Jun,11.0
lj bezigrad,Osrednjeslovenska,2022,Jul,11.0
lj celovska,Osrednjeslovenska,2022,Jul,20.0
mb titova,Podravska,2022,Jul,20.0
mb vrbanski,Podravska,2022,Jul,4.0
ce bolnica,Savinjska,2022,Jul,15.0
ms rakican,Pomurska,2022,Jul,5.0
ng grcna,Goriška,2022,Jul,17.0
zagorje,Zasavska,2022,Jul,12.0
novo mesto,Jugovzhodna Slovenija,2022,Jul,7.0
koper,Obalno-kraška,2022,Jul,11.0
iskrba,Jugovzhodna Slovenija,2022,Jul,1.0
sostanj,Savinjska,2022,Jul,9.0
zavodnje,Savinjska,2022,Jul,2.0
skale,Savinjska,2022,Jul,4.0
mobilna tes,Savinjska,2022,Jul,8.0
sv. mohor,Savinjska,2022,Jul,4.0
lj center,Osrednjeslovenska,2022,Jul,34.0
zadobrova,Osrednjeslovenska,2022,Jul,10.0
ce gaji,Savinjska,2022,Jul,11.0
mb tezno,Podravska,2022,Jul,12.0
lj bezigrad,Osrednjeslovenska,2022,Avg,12.0
lj celovska,Osrednjeslovenska,2022,Avg,21.0
mb titova,Podravska,2022,Avg,20.0
mb vrbanski,Podravska,2022,Avg,4.0
ce bolnica,Savinjska,2022,Avg,14.0
ms rakican,Pomurska,2022,Avg,5.0
ng grcna,Goriška,2022,Avg,17.0
zagorje,Zasavska,2022,Avg,13.0
novo mesto,Jugovzhodna Slovenija,2022,Avg,7.0
koper,Obalno-kraška,2022,Avg,12.0
iskrba,Jugovzhodna Slovenija,2022,Avg,1.0
sostanj,Savinjska,2022,Avg,6.0
zavodnje,Savinjska,2022,Avg,4.0
skale,Savinjska,2022,Avg,4.0
mobilna tes,Savinjska,2022,Avg,8.0
sv. mohor,Savinjska,2022,Avg,3.0
lj center,Osrednjeslovenska,2022,Avg,35.0
zadobrova,Osrednjeslovenska,2022,Avg,12.0
ce gaji,Savinjska,2022,Avg,11.0
mb tezno,Podravska,2022,Avg,13.0
lj bezigrad,Osrednjeslovenska,2022,Sep,18.0
lj celovska,Osrednjeslovenska,2022,Sep,26.0
mb titova,Podravska,2022,Sep,26.0
mb vrbanski,Podravska,2022,Sep,5.0
ce bolnica,Savinjska,2022,Sep,16.0
ms rakican,Pomurska,2022,Sep,6.0
ng grcna,Goriška,2022,Sep,19.0
zagorje,Zasavska,2022,Sep,14.0
novo mesto,Jugovzhodna Slovenija,2022,Sep,9.0
koper,Obalno-kraška,2022,Sep,9.0
iskrba,Jugovzhodna Slovenija,2022,Sep,1.0
sostanj,Savinjska,2022,Sep,7.0
zavodnje,Savinjska,2022,Sep,4.0
skale,Savinjska,2022,Sep,4.0
mobilna tes,Savinjska,2022,Sep,8.0
sv. mohor,Savinjska,2022,Sep,5.0
lj center,Osrednjeslovenska,2022,Sep,36.0
zadobrova,Osrednjeslovenska,2022,Sep,17.0
ce gaji,Savinjska,2022,Sep,13.0
mb tezno,Podravska,2022,Sep,
lj bezigrad,Osrednjeslovenska,2022,Okt,24.0
lj celovska,Osrednjeslovenska,2022,Okt,28.0
mb titova,Podravska,2022,Okt,25.0
mb vrbanski,Podravska,2022,Okt,8.0
ce bolnica,Savinjska,2022,Okt,19.0
ms rakican,Pomurska,2022,Okt,10.0
ng grcna,Goriška,2022,Okt,22.0
zagorje,Zasavska,2022,Okt,16.0
novo mesto,Jugovzhodna Slovenija,2022,Okt,13.0
koper,Obalno-kraška,2022,Okt,15.0
iskrba,Jugovzhodna Slovenija,2022,Okt,0.0
sostanj,Savinjska,2022,Okt,8.0
zavodnje,Savinjska,2022,Okt,5.0
skale,Savinjska,2022,Okt,5.0
mobilna tes,Savinjska,2022,Okt,9.0
sv. mohor,Savinjska,2022,Okt,6.0
lj center,Osrednjeslovenska,2022,Okt,39.0
zadobrova,Osrednjeslovenska,2022,Okt,17.0
ce gaji,Savinjska,2022,Okt,14.0
mb tezno,Podravska,2022,Okt,13.0
lj bezigrad,Osrednjeslovenska,2022,Nov,24.0
lj celovska,Osrednjeslovenska,2022,Nov,29.0
mb titova,Podravska,2022,Nov,23.0
mb vrbanski,Podravska,2022,Nov,10.0
ce bolnica,Savinjska,2022,Nov,21.0
ms rakican,Pomurska,2022,Nov,12.0
ng grcna,Goriška,2022,Nov,25.0
zagorje,Zasavska,2022,Nov,18.0
novo mesto,Jugovzhodna Slovenija,2022,Nov,13.0
koper,Obalno-kraška,2022,Nov,14.0
iskrba,Jugovzhodna Slovenija,2022,Nov,1.0
sostanj,Savinjska,2022,Nov,10.0
zavodnje,Savinjska,2022,Nov,5.0
skale,Savinjska,2022,Nov,7.0
mobilna tes,Savinjska,2022,Nov,10.0
sv. mohor,Savinjska,2022,Nov,6.0
lj center,Osrednjeslovenska,2022,Nov,38.0
zadobrova,Osrednjeslovenska,2022,Nov,20.0
ce gaji,Savinjska,2022,Nov,16.0
mb tezno,Podravska,2022,Nov,13.0
lj bezigrad,Osrednjeslovenska,2022,Dec,26.0
lj celovska,Osrednjeslovenska,2022,Dec,31.0
mb titova,Podravska,2022,Dec,27.0
mb vrbanski,Podravska,2022,Dec,14.0
ce bolnica,Savinjska,2022,Dec,24.0
ms rakican,Pomurska,2022,Dec,15.0
ng grcna,Goriška,2022,Dec,28.0
zagorje,Zasavska,2022,Dec,21.0
novo mesto,Jugovzhodna Slovenija,2022,Dec,15.0
koper,Obalno-kraška,2022,Dec,19.0
iskrba,Jugovzhodna Slovenija,2022,Dec,3.0
sostanj,Savinjska,2022,Dec,15.0
zavodnje,Savinjska,2022,Dec,7.0
skale,Savinjska,2022,Dec,12.0
mobilna tes,Savinjska,2022,Dec,15.0
sv. mohor,Savinjska,2022,Dec,9.0
lj center,Osrednjeslovenska,2022,Dec,39.0
zadobrova,Osrednjeslovenska,2022,Dec,24.0
ce gaji,Savinjska,2022,Dec,21.0
mb tezno,Podravska,2022,Dec,26.0
ce bolnica,Savinjska,2023,Jan,29.0
iskrba,Jugovzhodna Slovenija,2023,Jan,4.0
koper,Obalno-kraška,2023,Jan,17.0
lj bezigrad,Osrednjeslovenska,2023,Jan,30.0
lj celovska,Osrednjeslovenska,2023,Jan,35.0
mb titova,Podravska,2023,Jan,28.0
mb vrbanski,Podravska,2023,Jan,13.0
ms rakican,Pomurska,2023,Jan,13.0
ng grcna,Goriška,2023,Jan,26.0
novo mesto,Jugovzhodna Slovenija,2023,Jan,17.0
zagorje,Zasavska,2023,Jan,23.0
lj center,Osrednjeslovenska,2023,Jan,44.0
zadobrova,Osrednjeslovenska,2023,Jan,29.0
ce gaji,Savinjska,2023,Jan,26.0
sv. mohor,Savinjska,2023,Jan,5.0
mb tezno,Podravska,2023,Jan,21.0
skale,Savinjska,2023,Jan,10.0
sostanj,Savinjska,2023,Jan,13.0
zavodnje,Savinjska,2023,Jan,5.0
mobilna tes,Savinjska,2023,Jan,15.0
ce bolnica,Savinjska,2023,Feb,32.0
iskrba,Jugovzhodna Slovenija,2023,Feb,5.0
koper,Obalno-kraška,2023,Feb,20.0
lj bezigrad,Osrednjeslovenska,2023,Feb,32.0
lj celovska,Osrednjeslovenska,2023,Feb,37.0
mb titova,Podravska,2023,Feb,33.0
mb vrbanski,Podravska,2023,Feb,11.0
ms rakican,Pomurska,2023,Feb,15.0
ng grcna,Goriška,2023,Feb,30.0
novo mesto,Jugovzhodna Slovenija,2023,Feb,18.0
zagorje,Zasavska,2023,Feb,26.0
lj center,Osrednjeslovenska,2023,Feb,49.0
zadobrova,Osrednjeslovenska,2023,Feb,32.0
ce gaji,Savinjska,2023,Feb,25.0
sv. mohor,Savinjska,2023,Feb,7.0
mb tezno,Podravska,2023,Feb,27.0
skale,Savinjska,2023,Feb,11.0
sostanj,Savinjska,2023,Feb,15.0
zavodnje,Savinjska,2023,Feb,6.0
mobilna tes,Savinjska,2023,Feb,21.0
ce bolnica,Savinjska,2023,Mar,26.0
iskrba,Jugovzhodna Slovenija,2023,Mar,2.0
koper,Obalno-kraška,2023,Mar,14.0
lj bezigrad,Osrednjeslovenska,2023,Mar,25.0
lj celovska,Osrednjeslovenska,2023,Mar,34.0
mb titova,Podravska,2023,Mar,28.0
mb vrbanski,Podravska,2023,Mar,10.0
ms rakican,Pomurska,2023,Mar,11.0
ng grcna,Goriška,2023,Mar,26.0
novo mesto,Jugovzhodna Slovenija,2023,Mar,14.0
zagorje,Zasavska,2023,Mar,22.0
lj center,Osrednjeslovenska,2023,Mar,44.0
zadobrova,Osrednjeslovenska,2023,Mar,23.0
ce gaji,Savinjska,2023,Mar,21.0
sv. mohor,Savinjska,2023,Mar,4.0
mb tezno,Podravska,2023,Mar,18.0
skale,Savinjska,2023,Mar,7.0
sostanj,Savinjska,2023,Mar,10.0
zavodnje,Savinjska,2023,Mar,4.0
mobilna tes,Savinjska,2023,Mar,14.0
ce bolnica,Savinjska,2023,Apr,19.0
iskrba,Jugovzhodna Slovenija,2023,Apr,1.0
koper,Obalno-kraška,2023,Apr,15.0
lj bezigrad,Osrednjeslovenska,2023,Apr,18.0
lj celovska,Osrednjeslovenska,2023,Apr,26.0
mb titova,Podravska,2023,Apr,21.0
mb vrbanski,Podravska,2023,Apr,5.0
ms rakican,Pomurska,2023,Apr,7.0
ng grcna,Goriška,2023,Apr,16.0
novo mesto,Jugovzhodna Slovenija,2023,Apr,10.0
zagorje,Zasavska,2023,Apr,16.0
lj center,Osrednjeslovenska,2023,Apr,39.0
zadobrova,Osrednjeslovenska,2023,Apr,13.0
ce gaji,Savinjska,2023,Apr,14.0
sv. mohor,Savinjska,2023,Apr,2.0
mb tezno,Podravska,2023,Apr,11.0
skale,Savinjska,2023,Apr,5.0
sostanj,Savinjska,2023,Apr,6.0
zavodnje,Savinjska,2023,Apr,3.0
mobilna tes,Savinjska,2023,Apr,9.0
ce bolnica,Savinjska,2023,Maj,15.0
iskrba,Jugovzhodna Slovenija,2023,Maj,2.0
koper,Obalno-kraška,2023,Maj,13.0
lj bezigrad,Osrednjeslovenska,2023,Maj,13.0
lj celovska,Osrednjeslovenska,2023,Maj,24.0
mb titova,Podravska,2023,Maj,20.0
mb vrbanski,Podravska,2023,Maj,4.0
ms rakican,Pomurska,2023,Maj,5.0
ng grcna,Goriška,2023,Maj,12.0
novo mesto,Jugovzhodna Slovenija,2023,Maj,6.0
zagorje,Zasavska,2023,Maj,12.0
lj center,Osrednjeslovenska,2023,Maj,36.0
zadobrova,Osrednjeslovenska,2023,Maj,9.0
ce gaji,Savinjska,2023,Maj,11.0
sv. mohor,Savinjska,2023,Maj,3.0
mb tezno,Podravska,2023,Maj,7.0
skale,Savinjska,2023,Maj,4.0
sostanj,Savinjska,2023,Maj,6.0
zavodnje,Savinjska,2023,Maj,3.0
mobilna tes,Savinjska,2023,Maj,6.0
ce bolnica,Savinjska,2023,Jun,14.0
iskrba,Jugovzhodna Slovenija,2023,Jun,2.0
koper,Obalno-kraška,2023,Jun,13.0
lj bezigrad,Osrednjeslovenska,2023,Jun,12.0
lj celovska,Osrednjeslovenska,2023,Jun,21.0
mb titova,Podravska,2023,Jun,21.0
mb vrbanski,Podravska,2023,Jun,3.0
ms rakican,Pomurska,2023,Jun,5.0
ng grcna,Goriška,2023,Jun,13.0
novo mesto,Jugovzhodna Slovenija,2023,Jun,4.0
zagorje,Zasavska,2023,Jun,13.0
lj center,Osrednjeslovenska,2023,Jun,36.0
zadobrova,Osrednjeslovenska,2023,Jun,8.0
ce gaji,Savinjska,2023,Jun,10.0
sv. mohor,Savinjska,2023,Jun,3.0
mb tezno,Podravska,2023,Jun,7.0
skale,Savinjska,2023,Jun,4.0
sostanj,Savinjska,2023,Jun,6.0
zavodnje,Savinjska,2023,Jun,2.0
mobilna tes,Savinjska,2023,Jun,8.0
ce bolnica,Savinjska,2023,Jul,11.0
iskrba,Jugovzhodna Slovenija,2023,Jul,2.0
koper,Obalno-kraška,2023,Jul,10.0
lj bezigrad,Osrednjeslovenska,2023,Jul,9.0
lj celovska,Osrednjeslovenska,2023,Jul,18.0
mb titova,Podravska,2023,Jul,17.0
mb vrbanski,Podravska,2023,Jul,3.0
ms rakican,Pomurska,2023,Jul,5.0
ng grcna,Goriška,2023,Jul,12.0
novo mesto,Jugovzhodna Slovenija,2023,Jul,4.0
zagorje,Zasavska,2023,Jul,11.0
lj center,Osrednjeslovenska,2023,Jul,29.0
zadobrova,Osrednjeslovenska,2023,Jul,8.0
ce gaji,Savinjska,2023,Jul,9.0
sv. mohor,Savinjska,2023,Jul,2.0
mb tezno,Podravska,2023,Jul,9.0
skale,Savinjska,2023,Jul,2.0
sostanj,Savinjska,2023,Jul,7.0
zavodnje,Savinjska,2023,Jul,3.0
mobilna tes,Savinjska,2023,Jul,6.0
ce bolnica,Savinjska,2023,Avg,11.0
iskrba,Jugovzhodna Slovenija,2023,Avg,2.0
koper,Obalno-kraška,2023,Avg,11.0
lj bezigrad,Osrednjeslovenska,2023,Avg,11.0
lj celovska,Osrednjeslovenska,2023,Avg,21.0
mb titova,Podravska,2023,Avg,17.0
mb vrbanski,Podravska,2023,Avg,3.0
ms rakican,Pomurska,2023,Avg,4.0
ng grcna,Goriška,2023,Avg,14.0
novo mesto,Jugovzhodna Slovenija,2023,Avg,4.0
zagorje,Zasavska,2023,Avg,10.0
lj center,Osrednjeslovenska,2023,Avg,31.0
zadobrova,Osrednjeslovenska,2023,Avg,7.0
ce gaji,Savinjska,2023,Avg,9.0
sv. mohor,Savinjska,2023,Avg,2.0
mb tezno,Podravska,2023,Avg,9.0
skale,Savinjska,2023,Avg,2.0
sostanj,Savinjska,2023,Avg,6.0
zavodnje,Savinjska,2023,Avg,3.0
mobilna tes,Savinjska,2023,Avg,6.0
ce bolnica,Savinjska,2023,Sep,16.0
iskrba,Jugovzhodna Slovenija,2023,Sep,2.0
koper,Obalno-kraška,2023,Sep,10.0
lj bezigrad,Osrednjeslovenska,2023,Sep,16.0
lj celovska,Osrednjeslovenska,2023,Sep,23.0
mb titova,Podravska,2023,Sep,19.0
mb vrbanski,Podravska,2023,Sep,5.0
ms rakican,Pomurska,2023,Sep,8.0
ng grcna,Goriška,2023,Sep,20.0
novo mesto,Jugovzhodna Slovenija,2023,Sep,6.0
zagorje,Zasavska,2023,Sep,13.0
lj center,Osrednjeslovenska,2023,Sep,38.0
zadobrova,Osrednjeslovenska,2023,Sep,9.0
ce gaji,Savinjska,2023,Sep,11.0
sv. mohor,Savinjska,2023,Sep,3.0
mb tezno,Podravska,2023,Sep,12.0
skale,Savinjska,2023,Sep,5.0
sostanj,Savinjska,2023,Sep,9.0
zavodnje,Savinjska,2023,Sep,4.0
mobilna tes,Savinjska,2023,Sep,8.0
ce bolnica,Savinjska,2023,Okt,17.0
iskrba,Jugovzhodna Slovenija,2023,Okt,2.0
koper,Obalno-kraška,2023,Okt,10.0
lj bezigrad,Osrednjeslovenska,2023,Okt,20.0
lj celovska,Osrednjeslovenska,2023,Okt,27.0
mb titova,Podravska,2023,Okt,21.0
mb vrbanski,Podravska,2023,Okt,7.0
ms rakican,Pomurska,2023,Okt,10.0
ng grcna,Goriška,2023,Okt,21.0
novo mesto,Jugovzhodna Slovenija,2023,Okt,8.0
zagorje,Zasavska,2023,Okt,15.0
lj center,Osrednjeslovenska,2023,Okt,35.0
zadobrova,Osrednjeslovenska,2023,Okt,13.0
ce gaji,Savinjska,2023,Okt,11.0
sv. mohor,Savinjska,2023,Okt,3.0
mb tezno,Podravska,2023,Okt,16.0
skale,Savinjska,2023,Okt,5.0
sostanj,Savinjska,2023,Okt,9.0
zavodnje,Savinjska,2023,Okt,4.0
mobilna tes,Savinjska,2023,Okt,9.0
ce bolnica,Savinjska,2023,Nov,23.0
iskrba,Jugovzhodna Slovenija,2023,Nov,2.0
koper,Obalno-kraška,2023,Nov,14.0
lj bezigrad,Osrednjeslovenska,2023,Nov,29.0
lj celovska,Osrednjeslovenska,2023,Nov,34.0
mb titova,Podravska,2023,Nov,25.0
mb vrbanski,Podravska,2023,Nov,11.0
ms rakican,Pomurska,2023,Nov,14.0
ng grcna,Goriška,2023,Nov,26.0
novo mesto,Jugovzhodna Slovenija,2023,Nov,13.0
zagorje,Zasavska,2023,Nov,20.0
lj center,Osrednjeslovenska,2023,Nov,38.0
zadobrova,Osrednjeslovenska,2023,Nov,21.0
ce gaji,Savinjska,2023,Nov,18.0
sv. mohor,Savinjska,2023,Nov,6.0
mb tezno,Podravska,2023,Nov,21.0
skale,Savinjska,2023,Nov,7.0
sostanj,Savinjska,2023,Nov,11.0
zavodnje,Savinjska,2023,Nov,4.0
mobilna tes,Savinjska,2023,Nov,12.0
ce bolnica,Savinjska,2023,Dec,28.0
iskrba,Jugovzhodna Slovenija,2023,Dec,2.0
koper,Obalno-kraška,2023,Dec,22.0
lj bezigrad,Osrednjeslovenska,2023,Dec,32.0
lj celovska,Osrednjeslovenska,2023,Dec,40.0
mb titova,Podravska,2023,Dec,30.0
mb vrbanski,Podravska,2023,Dec,13.0
ms rakican,Pomurska,2023,Dec,19.0
ng grcna,Goriška,2023,Dec,33.0
novo mesto,Jugovzhodna Slovenija,2023,Dec,14.0
zagorje,Zasavska,2023,Dec,22.0
lj center,Osrednjeslovenska,2023,Dec,42.0
zadobrova,Osrednjeslovenska,2023,Dec,27.0
ce gaji,Savinjska,2023,Dec,21.0
sv. mohor,Savinjska,2023,Dec,8.0
mb tezno,Podravska,2023,Dec,28.0
skale,Savinjska,2023,Dec,10.0
sostanj,Savinjska,2023,Dec,14.0
zavodnje,Savinjska,2023,Dec,6.0
mobilna tes,Savinjska,2023,Dec,16.0
